"시점","동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"2019","합계",광진구,구의1동,23063,0.56,41184
"2019","합계",광진구,구의2동,27902,1.39,20073
"2019","합계",광진구,구의3동,30094,1.02,29504
"2019","합계",광진구,광장동,36083,2.39,15097
"2019","합계",광진구,자양1동,24156,0.57,42379
"2019","합계",광진구,자양2동,26893,1.68,16008
"2019","합계",광진구,자양3동,29475,1.20,24563
"2019","합계",광진구,자양4동,23000,1.16,19828
"2019","합계",동대문구,소계,363023,14.22,25537
"2019","합계",동대문구,회기동,13114,0.76,17255
"2019","합계",동대문구,휘경1동,16508,0.63,26203
"2019","합계",동대문구,휘경2동,25068,1.05,23874
"2019","합계",동대문구,청량리동,21808,1.20,18173
"2019","합계",동대문구,용신동,32144,1.61,19965
"2019","합계",동대문구,제기동,27364,1.18,23190
"2019","합계",동대문구,전농1동,31075,1.19,26113
"2019","합계",동대문구,전농2동,19990,0.86,23244
"2019","합계",동대문구,답십리2동,30486,0.85,35866
"2019","합계",동대문구,장안1동,39153,1.25,31322
"2019","합계",동대문구,장안2동,33045,1.09,30317
"2019","합계",동대문구,이문1동,22311,1.04,21453
"2019","합계",동대문구,이문2동,21174,0.69,30687
"2019","합계",동대문구,답십리1동,29783,0.81,36769
"2019","합계",중랑구,소계,402024,18.50,21736
"2019","합계",중랑구,면목2동,25942,0.73,35537
"2019","합계",중랑구,면목4동,20052,1.10,18229
"2019","합계",중랑구,면목5동,9825,0.64,15352
"2019","합계",중랑구,면목7동,22200,0.87,25517
"2019","합계",중랑구,상봉1동,25499,0.85,29999
"2019","합계",중랑구,상봉2동,19844,0.68,29182
"2019","합계",중랑구,중화1동,20916,0.68,30759
"2019","합계",중랑구,중화2동,27274,0.98,27831
"2019","합계",중랑구,묵1동,36016,1.20,30013
"2019","합계",중랑구,묵2동,19901,0.70,28430
"2019","합계",중랑구,망우3동,17941,0.99,18122
"2019","합계",중랑구,신내1동,40854,2.53,16148
"2019","합계",중랑구,신내2동,21905,0.99,22126
"2019","합계",중랑구,면목본동,36195,1.01,35837
"2019","합계",중랑구,면목3.8동,26589,1.67,15922
"2019","합계",중랑구,망우본동,31071,2.88,10789
"2019","합계",성북구,소계,454744,24.57,18505
"2019","합계",성북구,돈암1동,15921,0.49,32492
"2019","합계",성북구,돈암2동,25028,0.48,52142
"2019","합계",성북구,안암동,17502,1.33,13159
"2019","합계",성북구,보문동,16653,0.56,29738
"2019","합계",성북구,정릉1동,19455,0.44,44216
"2019","합계",성북구,정릉2동,23834,1.17,20371
"2019","합계",성북구,정릉3동,17233,3.71,4645
"2019","합계",성북구,정릉4동,26792,3.13,8560
"2019","합계",성북구,길음1동,37082,0.79,46939
"2019","합계",성북구,길음2동,16620,0.58,28655
"2019","합계",성북구,월곡1동,27523,0.81,33979
"2019","합계",성북구,월곡2동,20509,1.36,15080
"2019","합계",성북구,장위1동,20592,0.70,29417
"2019","합계",성북구,장위2동,13972,0.67,20854
"2019","합계",성북구,장위3동,17580,0.65,27046
"2019","합계",성북구,성북동,17584,2.86,6148
"2019","합계",성북구,삼선동,26013,0.92,28275
"2019","합계",성북구,동선동,16276,0.73,22296
"2019","합계",성북구,종암동,42068,1.46,28814
"2019","합계",성북구,석관동,36507,1.73,21102
"2019","합계",강북구,소계,317695,23.60,13462
"2019","합계",강북구,번1동,19614,0.66,29718
"2019","합계",강북구,번2동,17102,0.95,18002
"2019","합계",강북구,번3동,18251,1.10,16592
"2019","합계",강북구,수유1동,21841,1.67,13078
"2019","합계",강북구,수유2동,21939,0.57,38489
"2019","합계",강북구,수유3동,24064,0.72,33422
"2019","합계",강북구,삼양동,25537,0.91,28063
"2019","합계",강북구,미아동,22814,0.93,24531
"2019","합계",강북구,송중동,31153,1.01,30845
"2019","합계",강북구,송천동,28628,0.90,31809
"2019","합계",강북구,삼각산동,32900,0.62,53065
"2019","합계",강북구,우이동,21391,10.28,2081
"2019","합계",강북구,인수동,32461,3.28,9897
"2019","합계",도봉구,소계,335631,20.66,16245
"2019","합계",도봉구,쌍문1동,22364,1.24,18035
"2019","합계",도봉구,쌍문2동,20025,0.54,37083
"2019","합계",도봉구,쌍문3동,17262,0.50,34524
"2019","합계",도봉구,쌍문4동,19811,0.52,38098
"2019","합계",도봉구,방학1동,30056,0.69,43559
"2019","합계",도봉구,방학2동,21140,0.74,28568
"2019","합계",도봉구,방학3동,28782,2.64,10902
"2019","합계",도봉구,창1동,26271,0.88,29853
"2019","합계",도봉구,창2동,30498,1.07,28503
"2019","합계",도봉구,창3동,14777,0.67,22055
"2019","합계",도봉구,창4동,27873,0.96,29034
"2019","합계",도봉구,창5동,25802,0.70,36860
"2019","합계",도봉구,도봉1동,22293,8.72,2557
"2019","합계",도봉구,도봉2동,28677,0.83,34551
"2019","합계",노원구,소계,537303,35.44,15162
"2019","합계",노원구,월계1동,23883,1.16,20589
"2019","합계",노원구,월계2동,27289,1.94,14066
"2019","합계",노원구,월계3동,31593,1.17,27003
"2019","합계",노원구,공릉2동,41071,6.82,6022
"2019","합계",노원구,하계1동,29305,1.55,18906
"2019","합계",노원구,하계2동,23318,0.51,45722
"2019","합계",노원구,중계본동,25875,1.97,13135
"2019","합계",노원구,중계1동,28061,0.63,44541
"2019","합계",노원구,중계4동,21324,1.70,12544
"2019","합계",노원구,상계1동,40121,5.62,7139
"2019","합계",노원구,상계2동,21220,0.61,34787
"2019","합계",노원구,상계5동,25483,0.44,57916
"2019","합계",노원구,상계8동,23953,0.67,35751
"2019","합계",노원구,상계9동,21919,0.81,27060
"2019","합계",노원구,상계10동,16619,0.80,20774
"2019","합계",노원구,상계3.4동,25818,5.62,4594
"2019","합계",노원구,상계6.7동,34648,1.11,31214
"2019","합계",노원구,중계2.3동,36763,0.90,40848
"2019","합계",노원구,공릉1동,39040,1.41,27688
"2019","합계",은평구,소계,484546,29.71,16308
"2019","합계",은평구,녹번동,38411,1.79,21459
"2019","합계",은평구,불광1동,40917,3.13,13073
"2019","합계",은평구,갈현1동,24536,0.97,25295
"2019","합계",은평구,갈현2동,30150,0.96,31406
"2019","합계",은평구,구산동,33804,1.38,24496
"2019","합계",은평구,대조동,27910,0.85,32835
"2019","합계",은평구,응암1동,25654,1.20,21378
"2019","합계",은평구,응암2동,25466,0.78,32649
"2019","합계",은평구,신사1동,28570,0.84,34012
"2019","합계",은평구,신사2동,21875,1.00,21875
"2019","합계",은평구,증산동,16172,0.81,19965
"2019","합계",은평구,수색동,8952,1.29,6940
"2019","합계",은평구,진관동,58006,11.53,5031
"2019","합계",은평구,불광2동,29552,1.38,21414
"2019","합계",은평구,응암3동,26081,0.63,41398
"2019","합계",은평구,역촌동,48490,1.16,41802
"2019","합계",서대문구,소계,323171,17.63,18335
"2019","합계",서대문구,천연동,18704,0.97,19282
"2019","합계",서대문구,홍제1동,24997,1.23,20323
"2019","합계",서대문구,홍제3동,16420,0.81,20272
"2019","합계",서대문구,홍제2동,14570,1.05,13876
"2019","합계",서대문구,홍은1동,22902,1.58,14495
"2019","합계",서대문구,홍은2동,28394,2.06,13783
"2019","합계",서대문구,남가좌1동,16918,0.51,33173
"2019","합계",서대문구,남가좌2동,25947,0.77,33697
"2019","합계",서대문구,북가좌1동,19160,0.55,34836
"2019","합계",서대문구,북가좌2동,33810,0.84,40250
"2019","합계",서대문구,충현동,18113,1.12,16172
"2019","합계",서대문구,북아현동,17525,0.46,38098
"2019","합계",서대문구,신촌동,24372,2.63,9267
"2019","합계",서대문구,연희동,41339,3.05,13554
"2019","합계",마포구,소계,385925,23.85,16180
"2019","합계",마포구,용강동,22441,0.84,26715
"2019","합계",마포구,대흥동,13575,0.88,15426
"2019","합계",마포구,염리동,13486,0.43,31363
"2019","합계",마포구,신수동,23877,0.78,30612
"2019","합계",마포구,서교동,25997,1.65,15756
"2019","합계",마포구,합정동,19153,1.72,11135
"2019","합계",마포구,망원1동,21856,1.13,19342
"2019","합계",마포구,망원2동,19386,0.67,28934
"2019","합계",마포구,연남동,16953,0.64,26489
"2019","합계",마포구,성산1동,20164,0.80,25205
"2019","합계",마포구,성산2동,41531,2.07,20063
"2019","합계",마포구,상암동,32882,8.40,3915
"2019","합계",마포구,도화동,22594,0.62,36442
"2019","합계",마포구,서강동,26163,1.45,18043
"2019","합계",마포구,공덕동,40509,1.01,40108
"2019","합계",마포구,아현동,25358,0.76,33366
"2019","합계",양천구,소계,462285,17.41,26559
"2019","합계",양천구,목1동,32173,1.41,22818
"2019","합계",양천구,목2동,31477,1.03,30560
"2019","합계",양천구,목3동,23095,0.53,43575
"2019","합계",양천구,목4동,26909,0.57,47209
"2019","합계",양천구,신월1동,21773,0.65,33497
"2019","합계",양천구,신월2동,22126,0.61,36272
"2019","합계",양천구,신월3동,16719,0.87,19217
"2019","합계",양천구,신월4동,19026,0.52,36588
"2019","합계",양천구,신월5동,15570,0.69,22565
"2019","합계",양천구,신월6동,6615,0.41,16134
"2019","합계",양천구,신월7동,21602,1.19,18153
"2019","합계",양천구,신정1동,21627,0.70,30896
"2019","합계",양천구,신정2동,20685,0.52,39779
"2019","합계",양천구,신정3동,48151,2.72,17703
"2019","합계",양천구,신정6동,25304,0.96,26358
"2019","합계",양천구,신정7동,30904,1.21,25540
"2019","합계",양천구,목5동,42948,1.81,23728
"2019","합계",양천구,신정4동,35581,1.01,35229
"2019","합계",강서구,소계,598273,41.44,14438
"2019","합계",강서구,염창동,42579,1.74,24471
"2019","합계",강서구,등촌1동,23717,0.59,40198
"2019","합계",강서구,등촌2동,21868,0.92,23770
"2019","합계",강서구,등촌3동,32506,0.79,41147
"2019","합계",강서구,화곡본동,35918,1.11,32359
"2019","합계",강서구,화곡2동,19487,0.47,41462
"2019","합계",강서구,화곡3동,22710,0.51,44529
"2019","합계",강서구,화곡4동,22044,0.82,26883
"2019","합계",강서구,화곡6동,25118,1.12,22427
"2019","합계",강서구,화곡8동,26509,0.53,50017
"2019","합계",강서구,가양1동,34154,4.70,7267
"2019","합계",강서구,가양2동,15140,1.00,15140
"2019","합계",강서구,가양3동,16199,0.99,16363
"2019","합계",강서구,발산1동,38507,2.96,13009
"2019","합계",강서구,공항동,28261,10.87,2600
"2019","합계",강서구,방화1동,45668,1.04,43912
"2019","합계",강서구,방화2동,24051,6.41,3752
"2019","합계",강서구,방화3동,24467,2.38,10280
"2019","합계",강서구,화곡1동,54562,1.12,48716
"2019","합계",강서구,우장산동,44808,1.36,32947
"2019","합계",구로구,소계,439371,20.12,21837
"2019","합계",구로구,신도림동,37188,1.47,25298
"2019","합계",구로구,구로1동,22097,1.02,21664
"2019","합계",구로구,구로3동,26290,1.02,25775
"2019","합계",구로구,구로4동,26219,0.46,56998
"2019","합계",구로구,구로5동,33426,1.03,32452
"2019","합계",구로구,고척1동,24182,1.16,20847
"2019","합계",구로구,고척2동,28950,1.02,28382
"2019","합계",구로구,개봉2동,33036,0.80,41295
"2019","합계",구로구,개봉3동,22005,0.81,27167
"2019","합계",구로구,오류1동,23295,0.59,39483
"2019","합계",구로구,수궁동,24890,2.67,9322
"2019","합계",구로구,가리봉동,15250,0.40,38125
"2019","합계",구로구,구로2동,35208,1.76,20005
"2019","합계",구로구,개봉1동,33835,1.31,25828
"2019","합계",구로구,오류2동,53500,4.60,11630
"2019","합계",금천구,소계,251820,13.02,19341
"2019","합계",금천구,가산동,24455,2.52,9704
"2019","합계",금천구,독산1동,43840,2.09,20976
"2019","합계",금천구,독산2동,21405,0.60,35675
"2019","합계",금천구,독산3동,29916,0.92,32517
"2019","합계",금천구,독산4동,18227,0.59,30893
"2019","합계",금천구,시흥1동,36706,1.71,21465
"2019","합계",금천구,시흥2동,22659,1.26,17983
"2019","합계",금천구,시흥3동,11524,1.07,10770
"2019","합계",금천구,시흥4동,22216,0.87,25536
"2019","합계",금천구,시흥5동,20872,1.39,15016
"2019","합계",영등포구,소계,400986,24.55,16334
"2019","합계",영등포구,여의동,34598,8.40,4119
"2019","합계",영등포구,당산1동,21524,0.75,28699
"2019","합계",영등포구,당산2동,36324,1.55,23435
"2019","합계",영등포구,양평1동,18263,0.88,20753
"2019","합계",영등포구,양평2동,22802,3.00,7601
"2019","합계",영등포구,신길1동,19750,0.66,29924
"2019","합계",영등포구,신길3동,18727,0.52,36013
"2019","합계",영등포구,신길4동,9985,0.35,28529
"2019","합계",영등포구,신길5동,10670,0.47,22702
"2019","합계",영등포구,신길6동,19434,0.68,28579
"2019","합계",영등포구,신길7동,17075,0.64,26680
"2019","합계",영등포구,대림1동,16332,0.49,33331
"2019","합계",영등포구,대림2동,21370,0.55,38855
"2019","합계",영등포구,대림3동,28638,0.95,30145
"2019","합계",영등포구,영등포본동,24813,1.02,24326
"2019","합계",영등포구,영등포동,27166,1.26,21560
"2019","합계",영등포구,도림동,21552,0.89,24216
"2019","합계",영등포구,문래동,31963,1.49,21452
"2019","합계",동작구,소계,408912,16.35,25003
"2019","합계",동작구,노량진2동,13789,0.64,21545
"2019","합계",동작구,상도1동,48153,1.51,31889
"2019","합계",동작구,상도2동,29270,0.98,29867
"2019","합계",동작구,상도3동,26041,0.60,43402
"2019","합계",동작구,상도4동,29893,0.75,39857
"2019","합계",동작구,사당1동,24026,0.79,30413
"2019","합계",동작구,사당3동,26034,0.92,28298
"2019","합계",동작구,사당4동,14921,0.38,39266
"2019","합계",동작구,사당5동,12886,0.57,22607
"2019","합계",동작구,대방동,40177,1.55,25921
"2019","합계",동작구,신대방1동,26599,0.62,42902
"2019","합계",동작구,신대방2동,20719,1.03,20116
"2019","합계",동작구,흑석동,35551,1.68,21161
"2019","합계",동작구,노량진1동,32563,1.58,20609
"2019","합계",동작구,사당2동,28290,2.75,10287
"2019","합계",관악구,소계,517334,29.57,17496
"2019","합계",관악구,보라매동,26496,0.76,34863
"2019","합계",관악구,청림동,16286,0.30,54287
"2019","합계",관악구,행운동,30061,0.72,41751
"2019","합계",관악구,낙성대동,17623,2.27,7763
"2019","합계",관악구,중앙동,15895,0.39,40756
"2019","합계",관악구,인헌동,27088,1.08,25081
"2019","합계",관악구,남현동,18980,3.27,5804
"2019","합계",관악구,서원동,24068,0.65,37028
"2019","합계",관악구,신원동,19742,0.55,35895
"2019","합계",관악구,서림동,24339,0.99,24585
"2019","합계",관악구,신사동,25960,0.64,40563
"2019","합계",관악구,신림동,22525,0.54,41713
"2019","합계",관악구,난향동,16394,0.80,20493
"2019","합계",관악구,조원동,19579,0.67,29222
"2019","합계",관악구,대학동,24457,8.30,2947
"2019","합계",관악구,은천동,35337,0.78,45304
"2019","합계",관악구,성현동,31175,0.68,45846
"2019","합계",관악구,청룡동,34440,1.18,29186
"2019","합계",관악구,난곡동,28912,0.96,30117
"2019","합계",관악구,삼성동,25226,2.66,9483
"2019","합계",관악구,미성동,32751,1.38,23733
"2019","합계",서초구,소계,435107,46.98,9261
"2019","합계",서초구,서초1동,21579,1.42,15196
"2019","합계",서초구,서초2동,18837,1.24,15191
"2019","합계",서초구,서초3동,30951,2.93,10563
"2019","합계",서초구,서초4동,31988,0.88,36350
"2019","합계",서초구,잠원동,35131,1.76,19961
"2019","합계",서초구,반포본동,12190,1.01,12069
"2019","합계",서초구,반포1동,33237,1.00,33237
"2019","합계",서초구,반포2동,16385,1.35,12137
"2019","합계",서초구,반포3동,20390,1.28,15930
"2019","합계",서초구,반포4동,20232,1.43,14148
"2019","합계",서초구,방배본동,21585,0.67,32216
"2019","합계",서초구,방배1동,17524,0.70,25034
"2019","합계",서초구,방배2동,20958,1.93,10859
"2019","합계",서초구,방배3동,22455,2.40,9356
"2019","합계",서초구,방배4동,24083,0.98,24574
"2019","합계",서초구,양재1동,45940,5.76,7976
"2019","합계",서초구,양재2동,23161,7.58,3056
"2019","합계",서초구,내곡동,18481,12.68,1457
"2019","합계",강남구,소계,550209,39.50,13929
"2019","합계",강남구,신사동,17546,1.89,9284
"2019","합계",강남구,논현1동,23792,1.25,19034
"2019","합계",강남구,논현2동,21904,1.47,14901
"2019","합계",강남구,삼성1동,14920,1.94,7691
"2019","합계",강남구,삼성2동,30674,1.24,24737
"2019","합계",강남구,대치1동,25302,0.79,32028
"2019","합계",강남구,대치4동,20822,0.73,28523
"2019","합계",강남구,역삼1동,37002,2.35,15746
"2019","합계",강남구,역삼2동,37336,1.15,32466
"2019","합계",강남구,도곡1동,22626,1.02,22182
"2019","합계",강남구,도곡2동,34437,1.02,33762
"2019","합계",강남구,개포1동,6920,1.27,5449
"2019","합계",강남구,개포4동,18405,1.49,12352
"2019","합계",강남구,일원본동,24399,2.58,9457
"2019","합계",강남구,일원1동,16438,0.92,17867
"2019","합계",강남구,일원2동,18160,1.24,14645
"2019","합계",강남구,수서동,15934,1.43,11143
"2019","합계",강남구,세곡동,45064,6.36,7086
"2019","합계",강남구,압구정동,27712,2.53,10953
"2019","합계",강남구,청담동,30120,2.33,12927
"2019","합계",강남구,대치2동,38647,2.00,19324
"2019","합계",강남구,개포2동,22049,2.51,8784
"2019","합계",송파구,소계,682741,33.87,20156
"2019","합계",송파구,풍납1동,15518,0.77,20153
"2019","합계",송파구,풍납2동,25288,1.59,15904
"2019","합계",송파구,거여1동,13221,0.51,25924
"2019","합계",송파구,거여2동,16921,0.53,31926
"2019","합계",송파구,마천1동,20764,0.58,35800
"2019","합계",송파구,마천2동,20242,0.89,22744
"2019","합계",송파구,방이1동,16524,0.50,33048
"2019","합계",송파구,방이2동,26044,0.80,32555
"2019","합계",송파구,오륜동,18864,3.17,5951
"2019","합계",송파구,오금동,41067,1.65,24889
"2019","합계",송파구,송파1동,26026,0.79,32944
"2019","합계",송파구,송파2동,20862,0.53,39362
"2019","합계",송파구,석촌동,34309,0.95,36115
"2019","합계",송파구,삼전동,32613,0.95,34329
"2019","합계",송파구,가락본동,27876,1.13,24669
"2019","합계",송파구,가락1동,27716,1.34,20684
"2019","합계",송파구,가락2동,33920,0.96,35333
"2019","합계",송파구,문정1동,21301,0.56,38038
"2019","합계",송파구,문정2동,29967,2.20,13621
"2019","합계",송파구,잠실본동,29628,0.94,31519
"2019","합계",송파구,잠실4동,22240,1.56,14256
"2019","합계",송파구,잠실6동,17441,2.79,6251
"2019","합계",송파구,잠실7동,10191,0.60,16985
"2019","합계",송파구,잠실2동,36809,2.18,16885
"2019","합계",송파구,잠실3동,36038,1.49,24187
"2019","합계",송파구,장지동,33055,1.37,24128
"2019","합계",송파구,위례동,28296,2.55,11096
"2019","합계",강동구,소계,440390,24.59,17909
"2019","합계",강동구,강일동,32127,2.80,11474
"2019","합계",강동구,상일동,10773,2.65,4065
"2019","합계",강동구,명일1동,26758,0.61,43866
"2019","합계",강동구,명일2동,17778,0.97,18328
"2019","합계",강동구,고덕1동,27079,1.73,15653
"2019","합계",강동구,고덕2동,19345,2.01,9624
"2019","합계",강동구,암사2동,14774,1.18,12520
"2019","합계",강동구,암사3동,18693,2.51,7447
"2019","합계",강동구,천호1동,28400,0.71,40000
"2019","합계",강동구,천호3동,27996,0.79,35438
"2019","합계",강동구,성내1동,20561,0.58,35450
"2019","합계",강동구,성내2동,25186,0.67,37591
"2019","합계",강동구,성내3동,23921,0.71,33692
"2019","합계",강동구,둔촌1동,283,0.92,308
"2019","합계",강동구,둔촌2동,27752,0.98,28318
"2019","합계",강동구,암사1동,36693,1.02,35974
"2019","합계",강동구,천호2동,35904,1.57,22869
"2019","합계",강동구,길동,46367,2.17,21367
"2020","합계",소계,소계,9911088,605.23,16376
"2020","합계",종로구,소계,158996,23.91,6649
"2020","합계",종로구,사직동,9806,1.23,7972
"2020","합계",종로구,삼청동,2909,1.49,1952
"2020","합계",종로구,부암동,10333,2.27,4552
"2020","합계",종로구,평창동,18582,8.87,2095
"2020","합계",종로구,무악동,8592,0.36,23867
"2020","합계",종로구,교남동,10634,0.35,30383
"2020","합계",종로구,가회동,4418,0.54,8181
"2020","합계",종로구,종로1.2.3.4가동,8448,2.35,3595
"2020","합계",종로구,종로5.6가동,5656,0.60,9427
"2020","합계",종로구,이화동,8111,0.78,10399
"2020","합계",종로구,창신1동,5964,0.31,19239
"2020","합계",종로구,창신2동,9503,0.26,36550
"2020","합계",종로구,창신3동,7107,0.23,30900
"2020","합계",종로구,숭인1동,6388,0.23,27774
"2020","합계",종로구,숭인2동,10178,0.35,29080
"2020","합계",종로구,청운효자동,12633,2.57,4916
"2020","합계",종로구,혜화동,19734,1.12,17620
"2020","합계",중구,소계,134635,9.96,13517
"2020","합계",중구,소공동,3011,0.95,3169
"2020","합계",중구,회현동,5757,0.84,6854
"2020","합계",중구,명동,3685,0.99,3722
"2020","합계",중구,필동,4754,1.14,4170
"2020","합계",중구,장충동,5468,1.36,4021
"2020","합계",중구,광희동,6416,0.74,8670
"2020","합계",중구,을지로동,1967,0.60,3278
"2020","합계",중구,신당5동,10867,0.39,27864
"2020","합계",중구,황학동,13531,0.33,41003
"2020","합계",중구,중림동,12801,0.48,26669
"2020","합계",중구,신당동,9191,0.55,16711
"2020","합계",중구,다산동,14725,0.51,28873
"2020","합계",중구,약수동,17354,0.48,36154
"2020","합계",중구,청구동,14281,0.34,42003
"2020","합계",중구,동화동,10827,0.26,41642
"2020","합계",용산구,소계,244645,21.87,11188
"2020","합계",용산구,후암동,18202,0.86,21165
"2020","합계",용산구,용산2가동,11272,1.96,5751
"2020","합계",용산구,남영동,8116,1.19,6820
"2020","합계",용산구,원효로2동,14331,0.71,20185
"2020","합계",용산구,효창동,10326,0.44,23468
"2020","합계",용산구,용문동,12455,0.28,44482
"2020","합계",용산구,이촌1동,28961,2.86,10126
"2020","합계",용산구,이촌2동,8808,1.22,7220
"2020","합계",용산구,이태원1동,8764,0.57,15375
"2020","합계",용산구,이태원2동,10795,0.86,12552
"2020","합계",용산구,서빙고동,14000,2.80,5000
"2020","합계",용산구,보광동,15531,0.71,21875
"2020","합계",용산구,청파동,20496,0.91,22523
"2020","합계",용산구,원효로1동,16730,0.59,28356
"2020","합계",용산구,한강로동,22097,2.90,7620
"2020","합계",용산구,한남동,23761,3.01,7894
"2020","합계",성동구,소계,300505,16.86,17822
"2020","합계",성동구,왕십리2동,17416,0.41,42478
"2020","합계",성동구,마장동,23459,1.05,22342
"2020","합계",성동구,사근동,13512,1.10,12284
"2020","합계",성동구,행당1동,14363,0.59,24344
"2020","합계",성동구,행당2동,24151,0.42,57502
"2020","합계",성동구,응봉동,15824,0.57,27761
"2020","합계",성동구,금호1가동,15795,0.46,34337
"2020","합계",성동구,금호4가동,14842,0.84,17669
"2020","합계",성동구,성수1가1동,16851,1.97,8554
"2020","합계",성동구,성수1가2동,13738,0.89,15436
"2020","합계",성동구,성수2가1동,17146,1.17,14655
"2020","합계",성동구,성수2가3동,11457,1.03,11123
"2020","합계",성동구,송정동,11143,0.75,14857
"2020","합계",성동구,용답동,12724,2.31,5508
"2020","합계",성동구,왕십리도선동,27588,0.72,38317
"2020","합계",성동구,금호2.3가동,23584,0.64,36850
"2020","합계",성동구,옥수동,26912,1.94,13872
"2020","합계",광진구,소계,360109,17.06,21105
"2020","합계",광진구,화양동,25541,1.16,22018
"2020","합계",광진구,군자동,21903,0.74,29599
"2020","합계",광진구,중곡1동,16190,0.62,26113
"2020","합계",광진구,중곡2동,22285,0.55,40518
"2020","합계",광진구,중곡3동,16902,0.60,28170
"2020","합계",광진구,중곡4동,29815,2.32,12851
"2020","합계",광진구,능동,11913,1.10,10830
"2020","합계",광진구,구의1동,22700,0.56,40536
"2020","합계",광진구,구의2동,27444,1.39,19744
"2020","합계",광진구,구의3동,29588,1.02,29008
"2020","합계",광진구,광장동,35619,2.39,14903
"2020","합계",광진구,자양1동,23710,0.57,41596
"2020","합계",광진구,자양2동,26016,1.68,15486
"2020","합계",광진구,자양3동,28957,1.20,24131
"2020","합계",광진구,자양4동,21526,1.16,18557
"2020","합계",동대문구,소계,357014,14.22,25114
"2020","합계",동대문구,회기동,12663,0.76,16662
"2020","합계",동대문구,휘경1동,15362,0.63,24384
"2020","합계",동대문구,휘경2동,24992,1.05,23802
"2020","합계",동대문구,청량리동,20432,1.20,17027
"2020","합계",동대문구,용신동,32602,1.61,20250
"2020","합계",동대문구,제기동,27017,1.18,22896
"2020","합계",동대문구,전농1동,30722,1.19,25817
"2020","합계",동대문구,전농2동,19449,0.86,22615
"2020","합계",동대문구,답십리2동,29486,0.85,34689
"2020","합계",동대문구,장안1동,39287,1.25,31430
"2020","합계",동대문구,장안2동,33339,1.09,30586
"2020","합계",동대문구,이문1동,21205,1.04,20389
"2020","합계",동대문구,이문2동,20947,0.69,30358
"2020","합계",동대문구,답십리1동,29511,0.81,36433
"2020","합계",중랑구,소계,399562,18.50,21603
"2020","합계",중랑구,면목2동,25214,0.77,32745
"2020","합계",중랑구,면목4동,19270,0.87,22149
"2020","합계",중랑구,면목5동,14661,0.70,20944
"2020","합계",중랑구,면목7동,22714,1.20,18928
"2020","합계",중랑구,상봉1동,24912,0.88,28309
"2020","합계",중랑구,상봉2동,20214,0.65,31098
"2020","합계",중랑구,중화1동,20400,0.64,31875
"2020","합계",중랑구,중화2동,26073,1.01,25815
"2020","합계",중랑구,묵1동,35588,1.20,29657
"2020","합계",중랑구,묵2동,19672,0.67,29361
"2020","합계",중랑구,망우3동,17508,0.92,19030
"2020","합계",중랑구,신내1동,39831,2.56,15559
"2020","합계",중랑구,신내2동,21302,0.93,22905
"2020","합계",중랑구,면목본동,35424,0.84,42171
"2020","합계",중랑구,면목3.8동,25995,1.63,15948
"2020","합계",중랑구,망우본동,30784,3.03,10160
"2020","합계",성북구,소계,447056,24.58,18190
"2020","합계",성북구,돈암1동,15379,0.49,31386
"2020","합계",성북구,돈암2동,24686,0.48,51429
"2020","합계",성북구,안암동,16580,1.33,12466
"2020","합계",성북구,보문동,16123,0.56,28791
"2020","합계",성북구,정릉1동,18929,0.44,43020
"2020","합계",성북구,정릉2동,23736,1.17,20287
"2020","합계",성북구,정릉3동,16847,3.71,4541
"2020","합계",성북구,정릉4동,25993,3.13,8304
"2020","합계",성북구,길음1동,36568,0.79,46289
"2020","합계",성북구,길음2동,17167,0.58,29598
"2020","합계",성북구,월곡1동,27108,0.81,33467
"2020","합계",성북구,월곡2동,20396,1.36,14997
"2020","합계",성북구,장위1동,20449,0.70,29213
"2020","합계",성북구,장위2동,14106,0.67,21054
"2020","합계",성북구,장위3동,17359,0.65,26706
"2020","합계",성북구,성북동,17404,2.86,6085
"2020","합계",성북구,삼선동,24144,0.92,26243
"2020","합계",성북구,동선동,16246,0.73,22255
"2020","합계",성북구,종암동,41353,1.46,28324
"2020","합계",성북구,석관동,36483,1.73,21088
"2020","합계",강북구,소계,311569,23.60,13202
"2020","합계",강북구,번1동,19441,0.66,29456
"2020","합계",강북구,번2동,16544,0.95,17415
"2020","합계",강북구,번3동,17605,1.10,16005
"2020","합계",강북구,수유1동,21468,1.67,12855
"2020","합계",강북구,수유2동,21595,0.57,37886
"2020","합계",강북구,수유3동,23907,0.72,33204
"2020","합계",강북구,삼양동,24742,0.91,27189
"2020","합계",강북구,미아동,22723,0.93,24433
"2020","합계",강북구,송중동,30934,1.01,30628
"2020","합계",강북구,송천동,27871,0.90,30968
"2020","합계",강북구,삼각산동,32118,0.62,51803
"2020","합계",강북구,우이동,21076,10.28,2050
"2020","합계",강북구,인수동,31545,3.28,9617
"2020","합계",도봉구,소계,327361,20.65,15852
"2020","합계",도봉구,쌍문1동,22016,1.24,17755
"2020","합계",도봉구,쌍문2동,19406,0.54,35937
"2020","합계",도봉구,쌍문3동,16922,0.50,33844
"2020","합계",도봉구,쌍문4동,19297,0.52,37110
"2020","합계",도봉구,방학1동,29236,0.69,42371
"2020","합계",도봉구,방학2동,20473,0.74,27666
"2020","합계",도봉구,방학3동,27973,2.62,10677
