,연도,구별,동별,면적
815,2019,서초구,서초4동,0.88
816,2019,서초구,잠원동,1.76
817,2019,서초구,반포본동,1.01
818,2019,서초구,반포1동,1.0
819,2019,서초구,반포2동,1.35
820,2019,서초구,반포3동,1.28
821,2019,서초구,반포4동,1.43
822,2019,서초구,방배본동,0.67
823,2019,서초구,방배1동,0.7
824,2019,서초구,방배2동,1.93
825,2019,서초구,방배3동,2.4
826,2019,서초구,방배4동,0.98
827,2019,서초구,양재1동,5.76
828,2019,서초구,양재2동,7.58
829,2019,서초구,내곡동,12.68
831,2019,강남구,신사동,1.89
832,2019,강남구,논현1동,1.25
833,2019,강남구,논현2동,1.47
834,2019,강남구,삼성1동,1.94
835,2019,강남구,삼성2동,1.24
836,2019,강남구,대치1동,0.79
837,2019,강남구,대치4동,0.73
838,2019,강남구,역삼1동,2.35
839,2019,강남구,역삼2동,1.15
840,2019,강남구,도곡1동,1.02
841,2019,강남구,도곡2동,1.02
842,2019,강남구,개포1동,1.27
843,2019,강남구,개포4동,1.49
844,2019,강남구,일원본동,2.58
845,2019,강남구,일원1동,0.92
846,2019,강남구,일원2동,1.24
847,2019,강남구,수서동,1.43
848,2019,강남구,세곡동,6.36
849,2019,강남구,압구정동,2.53
850,2019,강남구,청담동,2.33
851,2019,강남구,대치2동,2.0
852,2019,강남구,개포2동,2.51
854,2019,송파구,풍납1동,0.77
855,2019,송파구,풍납2동,1.59
856,2019,송파구,거여1동,0.51
857,2019,송파구,거여2동,0.53
858,2019,송파구,마천1동,0.58
859,2019,송파구,마천2동,0.89
860,2019,송파구,방이1동,0.5
861,2019,송파구,방이2동,0.8
862,2019,송파구,오륜동,3.17
863,2019,송파구,오금동,1.65
864,2019,송파구,송파1동,0.79
865,2019,송파구,송파2동,0.53
866,2019,송파구,석촌동,0.95
867,2019,송파구,삼전동,0.95
868,2019,송파구,가락본동,1.13
869,2019,송파구,가락1동,1.34
870,2019,송파구,가락2동,0.96
871,2019,송파구,문정1동,0.56
872,2019,송파구,문정2동,2.2
873,2019,송파구,잠실본동,0.94
874,2019,송파구,잠실4동,1.56
875,2019,송파구,잠실6동,2.79
876,2019,송파구,잠실7동,0.6
877,2019,송파구,잠실2동,2.18
878,2019,송파구,잠실3동,1.49
879,2019,송파구,장지동,1.37
880,2019,송파구,위례동,2.55
882,2019,강동구,강일동,2.8
883,2019,강동구,상일동,2.65
884,2019,강동구,명일1동,0.61
885,2019,강동구,명일2동,0.97
886,2019,강동구,고덕1동,1.73
887,2019,강동구,고덕2동,2.01
888,2019,강동구,암사2동,1.18
889,2019,강동구,암사3동,2.51
890,2019,강동구,천호1동,0.71
891,2019,강동구,천호3동,0.79
892,2019,강동구,성내1동,0.58
893,2019,강동구,성내2동,0.67
894,2019,강동구,성내3동,0.71
895,2019,강동구,둔촌1동,0.92
896,2019,강동구,둔촌2동,0.98
897,2019,강동구,암사1동,1.02
898,2019,강동구,천호2동,1.57
899,2019,강동구,길동,2.17
902,2020,종로구,사직동,1.23
903,2020,종로구,삼청동,1.49
904,2020,종로구,부암동,2.27
905,2020,종로구,평창동,8.87
906,2020,종로구,무악동,0.36
907,2020,종로구,교남동,0.35
908,2020,종로구,가회동,0.54
909,2020,종로구,종로1.2.3.4가동,2.35
910,2020,종로구,종로5.6가동,0.6
911,2020,종로구,이화동,0.78
912,2020,종로구,창신1동,0.31
913,2020,종로구,창신2동,0.26
914,2020,종로구,창신3동,0.23
915,2020,종로구,숭인1동,0.23
916,2020,종로구,숭인2동,0.35
917,2020,종로구,청운효자동,2.57
918,2020,종로구,혜화동,1.12
920,2020,중구,소공동,0.95
921,2020,중구,회현동,0.84
922,2020,중구,명동,0.99
923,2020,중구,필동,1.14
924,2020,중구,장충동,1.36
925,2020,중구,광희동,0.74
926,2020,중구,을지로동,0.6
927,2020,중구,신당5동,0.39
928,2020,중구,황학동,0.33
929,2020,중구,중림동,0.48
930,2020,중구,신당동,0.55
931,2020,중구,다산동,0.51
932,2020,중구,약수동,0.48
933,2020,중구,청구동,0.34
934,2020,중구,동화동,0.26
936,2020,용산구,후암동,0.86
937,2020,용산구,용산2가동,1.96
938,2020,용산구,남영동,1.19
939,2020,용산구,원효로2동,0.71
940,2020,용산구,효창동,0.44
941,2020,용산구,용문동,0.28
942,2020,용산구,이촌1동,2.86
943,2020,용산구,이촌2동,1.22
944,2020,용산구,이태원1동,0.57
945,2020,용산구,이태원2동,0.86
946,2020,용산구,서빙고동,2.8
947,2020,용산구,보광동,0.71
948,2020,용산구,청파동,0.91
949,2020,용산구,원효로1동,0.59
950,2020,용산구,한강로동,2.9
951,2020,용산구,한남동,3.01
953,2020,성동구,왕십리2동,0.41
954,2020,성동구,마장동,1.05
955,2020,성동구,사근동,1.1
956,2020,성동구,행당1동,0.59
957,2020,성동구,행당2동,0.42
958,2020,성동구,응봉동,0.57
959,2020,성동구,금호1가동,0.46
960,2020,성동구,금호4가동,0.84
961,2020,성동구,성수1가1동,1.97
962,2020,성동구,성수1가2동,0.89
963,2020,성동구,성수2가1동,1.17
964,2020,성동구,성수2가3동,1.03
965,2020,성동구,송정동,0.75
966,2020,성동구,용답동,2.31
967,2020,성동구,왕십리도선동,0.72
968,2020,성동구,금호2.3가동,0.64
969,2020,성동구,옥수동,1.94
971,2020,광진구,화양동,1.16
972,2020,광진구,군자동,0.74
973,2020,광진구,중곡1동,0.62
974,2020,광진구,중곡2동,0.55
975,2020,광진구,중곡3동,0.6
976,2020,광진구,중곡4동,2.32
977,2020,광진구,능동,1.1
978,2020,광진구,구의1동,0.56
979,2020,광진구,구의2동,1.39
980,2020,광진구,구의3동,1.02
981,2020,광진구,광장동,2.39
982,2020,광진구,자양1동,0.57
983,2020,광진구,자양2동,1.68
984,2020,광진구,자양3동,1.2
985,2020,광진구,자양4동,1.16
987,2020,동대문구,회기동,0.76
988,2020,동대문구,휘경1동,0.63
989,2020,동대문구,휘경2동,1.05
990,2020,동대문구,청량리동,1.2
991,2020,동대문구,용신동,1.61
992,2020,동대문구,제기동,1.18
993,2020,동대문구,전농1동,1.19
994,2020,동대문구,전농2동,0.86
995,2020,동대문구,답십리2동,0.85
996,2020,동대문구,장안1동,1.25
997,2020,동대문구,장안2동,1.09
998,2020,동대문구,이문1동,1.04
999,2020,동대문구,이문2동,0.69
1000,2020,동대문구,답십리1동,0.81
1002,2020,중랑구,면목2동,0.77
1003,2020,중랑구,면목4동,0.87
1004,2020,중랑구,면목5동,0.7
1005,2020,중랑구,면목7동,1.2
1006,2020,중랑구,상봉1동,0.88
1007,2020,중랑구,상봉2동,0.65
1008,2020,중랑구,중화1동,0.64
1009,2020,중랑구,중화2동,1.01
1010,2020,중랑구,묵1동,1.2
1011,2020,중랑구,묵2동,0.67
1012,2020,중랑구,망우3동,0.92
1013,2020,중랑구,신내1동,2.56
1014,2020,중랑구,신내2동,0.93
1015,2020,중랑구,면목본동,0.84
1016,2020,중랑구,면목3.8동,1.63
1017,2020,중랑구,망우본동,3.03
1019,2020,성북구,돈암1동,0.49
1020,2020,성북구,돈암2동,0.48
1021,2020,성북구,안암동,1.33
1022,2020,성북구,보문동,0.56
1023,2020,성북구,정릉1동,0.44
1024,2020,성북구,정릉2동,1.17
1025,2020,성북구,정릉3동,3.71
1026,2020,성북구,정릉4동,3.13
1027,2020,성북구,길음1동,0.79
1028,2020,성북구,길음2동,0.58
1029,2020,성북구,월곡1동,0.81
1030,2020,성북구,월곡2동,1.36
1031,2020,성북구,장위1동,0.7
1032,2020,성북구,장위2동,0.67
1033,2020,성북구,장위3동,0.65
1034,2020,성북구,성북동,2.86
1035,2020,성북구,삼선동,0.92
1036,2020,성북구,동선동,0.73
1037,2020,성북구,종암동,1.46
1038,2020,성북구,석관동,1.73
1040,2020,강북구,번1동,0.66
1041,2020,강북구,번2동,0.95
1042,2020,강북구,번3동,1.1
1043,2020,강북구,수유1동,1.67
1044,2020,강북구,수유2동,0.57
1045,2020,강북구,수유3동,0.72
1046,2020,강북구,삼양동,0.91
1047,2020,강북구,미아동,0.93
1048,2020,강북구,송중동,1.01
1049,2020,강북구,송천동,0.9
1050,2020,강북구,삼각산동,0.62
1051,2020,강북구,우이동,10.28
1052,2020,강북구,인수동,3.28
1054,2020,도봉구,쌍문1동,1.24
1055,2020,도봉구,쌍문2동,0.54
1056,2020,도봉구,쌍문3동,0.5
1057,2020,도봉구,쌍문4동,0.52
1058,2020,도봉구,방학1동,0.69
1059,2020,도봉구,방학2동,0.74
1060,2020,도봉구,방학3동,2.62
1061,2020,도봉구,창1동,0.88
1062,2020,도봉구,창2동,1.05
1063,2020,도봉구,창3동,0.67
1064,2020,도봉구,창4동,0.95
1065,2020,도봉구,창5동,0.7
1066,2020,도봉구,도봉1동,8.72
1067,2020,도봉구,도봉2동,0.83
1069,2020,노원구,월계1동,1.16
1070,2020,노원구,월계2동,1.94
1071,2020,노원구,월계3동,1.17
1072,2020,노원구,공릉2동,6.82
1073,2020,노원구,하계1동,1.55
1074,2020,노원구,하계2동,0.51
1075,2020,노원구,중계본동,1.97
1076,2020,노원구,중계1동,0.63
1077,2020,노원구,중계4동,1.7
1078,2020,노원구,상계1동,5.62
1079,2020,노원구,상계2동,0.61
1080,2020,노원구,상계5동,0.44
1081,2020,노원구,상계8동,0.67
1082,2020,노원구,상계9동,0.81
1083,2020,노원구,상계10동,0.8
1084,2020,노원구,상계3.4동,5.62
1085,2020,노원구,상계6.7동,1.11
1086,2020,노원구,중계2.3동,0.9
1087,2020,노원구,공릉1동,1.41
1089,2020,은평구,녹번동,1.79
1090,2020,은평구,불광1동,3.13
1091,2020,은평구,갈현1동,0.97
1092,2020,은평구,갈현2동,0.96
1093,2020,은평구,구산동,1.38
1094,2020,은평구,대조동,0.85
1095,2020,은평구,응암1동,1.2
1096,2020,은평구,응암2동,0.78
1097,2020,은평구,신사1동,0.84
1098,2020,은평구,신사2동,1.0
1099,2020,은평구,증산동,0.81
1100,2020,은평구,수색동,1.29
1101,2020,은평구,진관동,11.53
1102,2020,은평구,불광2동,1.38
1103,2020,은평구,응암3동,0.63
1104,2020,은평구,역촌동,1.16
1106,2020,서대문구,천연동,0.97
1107,2020,서대문구,홍제1동,1.23
1108,2020,서대문구,홍제3동,1.05
1109,2020,서대문구,홍제2동,0.81
1110,2020,서대문구,홍은1동,1.58
1111,2020,서대문구,홍은2동,2.06
1112,2020,서대문구,남가좌1동,0.51
1113,2020,서대문구,남가좌2동,0.77
1114,2020,서대문구,북가좌1동,0.55
1115,2020,서대문구,북가좌2동,0.84
1116,2020,서대문구,충현동,1.12
1117,2020,서대문구,북아현동,0.46
1118,2020,서대문구,신촌동,2.63
1119,2020,서대문구,연희동,3.05
1121,2020,마포구,용강동,0.84
1122,2020,마포구,대흥동,0.87
1123,2020,마포구,염리동,0.44
1124,2020,마포구,신수동,0.78
1125,2020,마포구,서교동,1.65
1126,2020,마포구,합정동,1.72
1127,2020,마포구,망원1동,1.13
1128,2020,마포구,망원2동,0.67
1129,2020,마포구,연남동,0.64
1130,2020,마포구,성산1동,0.8
1131,2020,마포구,성산2동,2.07
1132,2020,마포구,상암동,8.4
1133,2020,마포구,도화동,0.62
1134,2020,마포구,서강동,1.45
1135,2020,마포구,공덕동,1.01
1136,2020,마포구,아현동,0.76
1138,2020,양천구,목1동,1.41
1139,2020,양천구,목2동,1.03
1140,2020,양천구,목3동,0.53
1141,2020,양천구,목4동,0.57
1142,2020,양천구,신월1동,0.65
1143,2020,양천구,신월2동,0.61
1144,2020,양천구,신월3동,0.87
1145,2020,양천구,신월4동,0.52
1146,2020,양천구,신월5동,0.69
1147,2020,양천구,신월6동,0.41
1148,2020,양천구,신월7동,1.19
1149,2020,양천구,신정1동,0.7
1150,2020,양천구,신정2동,0.52
1151,2020,양천구,신정3동,2.72
1152,2020,양천구,신정6동,0.96
1153,2020,양천구,신정7동,1.21
1154,2020,양천구,목5동,1.81
1155,2020,양천구,신정4동,1.01
1157,2020,강서구,염창동,1.74
1158,2020,강서구,등촌1동,0.64
1159,2020,강서구,등촌2동,0.92
1160,2020,강서구,등촌3동,0.79
1161,2020,강서구,화곡본동,0.98
1162,2020,강서구,화곡2동,0.45
1163,2020,강서구,화곡3동,0.53
1164,2020,강서구,화곡4동,0.82
1165,2020,강서구,화곡6동,1.11
1166,2020,강서구,화곡8동,0.53
1167,2020,강서구,가양1동,4.7
1168,2020,강서구,가양2동,1.0
1169,2020,강서구,가양3동,0.5
1170,2020,강서구,발산1동,2.94
1171,2020,강서구,공항동,10.87
1172,2020,강서구,방화1동,1.48
1173,2020,강서구,방화2동,6.41
1174,2020,강서구,방화3동,2.55
1175,2020,강서구,화곡1동,1.12
1176,2020,강서구,우장산동,1.36
1178,2020,구로구,신도림동,1.47
1179,2020,구로구,구로1동,1.02
1180,2020,구로구,구로3동,1.02
1181,2020,구로구,구로4동,0.46
1182,2020,구로구,구로5동,1.03
1183,2020,구로구,고척1동,1.16
1184,2020,구로구,고척2동,1.02
1185,2020,구로구,개봉2동,0.8
1186,2020,구로구,개봉3동,0.81
1187,2020,구로구,오류1동,0.59
1188,2020,구로구,수궁동,2.67
1189,2020,구로구,가리봉동,0.4
1190,2020,구로구,구로2동,1.76
1191,2020,구로구,개봉1동,1.31
1192,2020,구로구,오류2동,3.2
1193,2020,구로구,항동,1.4
1195,2020,금천구,가산동,2.52
1196,2020,금천구,독산1동,2.09
1197,2020,금천구,독산2동,0.6
1198,2020,금천구,독산3동,0.92
1199,2020,금천구,독산4동,0.59
1200,2020,금천구,시흥1동,1.71
1201,2020,금천구,시흥2동,1.26
1202,2020,금천구,시흥3동,1.07
1203,2020,금천구,시흥4동,0.87
1204,2020,금천구,시흥5동,1.39
1206,2020,영등포구,여의동,8.4
1207,2020,영등포구,당산1동,0.75
1208,2020,영등포구,당산2동,1.55
1209,2020,영등포구,양평1동,0.88
1210,2020,영등포구,양평2동,3.0
1211,2020,영등포구,신길1동,0.66
1212,2020,영등포구,신길3동,0.52
1213,2020,영등포구,신길4동,0.38
1214,2020,영등포구,신길5동,0.47
1215,2020,영등포구,신길6동,0.65
1216,2020,영등포구,신길7동,0.64
1217,2020,영등포구,대림1동,0.49
1218,2020,영등포구,대림2동,0.55
1219,2020,영등포구,대림3동,0.95
1220,2020,영등포구,영등포본동,1.02
1221,2020,영등포구,영등포동,1.26
1222,2020,영등포구,도림동,0.89
1223,2020,영등포구,문래동,1.49
1225,2020,동작구,노량진2동,0.64
1226,2020,동작구,상도1동,1.51
1227,2020,동작구,상도2동,0.98
1228,2020,동작구,상도3동,0.6
1229,2020,동작구,상도4동,0.75
1230,2020,동작구,사당1동,0.79
1231,2020,동작구,사당3동,0.92
1232,2020,동작구,사당4동,0.38
1233,2020,동작구,사당5동,0.57
1234,2020,동작구,대방동,1.55
1235,2020,동작구,신대방1동,0.62
1236,2020,동작구,신대방2동,1.03
1237,2020,동작구,흑석동,1.68
1238,2020,동작구,노량진1동,1.58
1239,2020,동작구,사당2동,2.75
1241,2020,관악구,보라매동,0.76
1242,2020,관악구,청림동,0.3
1243,2020,관악구,행운동,0.72
1244,2020,관악구,낙성대동,2.27
1245,2020,관악구,중앙동,0.39
1246,2020,관악구,인헌동,1.08
1247,2020,관악구,남현동,3.27
1248,2020,관악구,서원동,0.65
1249,2020,관악구,신원동,0.55
1250,2020,관악구,서림동,0.99
1251,2020,관악구,신사동,0.64
1252,2020,관악구,신림동,0.54
1253,2020,관악구,난향동,0.8
1254,2020,관악구,조원동,0.67
1255,2020,관악구,대학동,8.3
1256,2020,관악구,은천동,0.78
1257,2020,관악구,성현동,0.68
1258,2020,관악구,청룡동,1.18
1259,2020,관악구,난곡동,0.96
1260,2020,관악구,삼성동,2.66
1261,2020,관악구,미성동,1.38
1263,2020,서초구,서초1동,1.42
1264,2020,서초구,서초2동,1.24
1265,2020,서초구,서초3동,2.93
1266,2020,서초구,서초4동,0.88
1267,2020,서초구,잠원동,1.76
1268,2020,서초구,반포본동,1.01
1269,2020,서초구,반포1동,1.0
1270,2020,서초구,반포2동,1.35
1271,2020,서초구,반포3동,1.28
1272,2020,서초구,반포4동,1.43
1273,2020,서초구,방배본동,0.67
1274,2020,서초구,방배1동,0.7
1275,2020,서초구,방배2동,1.93
1276,2020,서초구,방배3동,2.4
1277,2020,서초구,방배4동,0.98
1278,2020,서초구,양재1동,5.76
1279,2020,서초구,양재2동,7.58
1280,2020,서초구,내곡동,12.68
1282,2020,강남구,신사동,1.89
1283,2020,강남구,논현1동,1.25
1284,2020,강남구,논현2동,1.47
1285,2020,강남구,삼성1동,1.94
1286,2020,강남구,삼성2동,1.24
1287,2020,강남구,대치1동,0.79
1288,2020,강남구,대치4동,0.73
1289,2020,강남구,역삼1동,2.35
1290,2020,강남구,역삼2동,1.15
1291,2020,강남구,도곡1동,1.02
1292,2020,강남구,도곡2동,1.02
1293,2020,강남구,개포1동,1.27
1294,2020,강남구,개포4동,1.49
1295,2020,강남구,일원본동,2.58
1296,2020,강남구,일원1동,0.92
1297,2020,강남구,일원2동,1.24
1298,2020,강남구,수서동,1.43
1299,2020,강남구,세곡동,6.36
1300,2020,강남구,압구정동,2.53
1301,2020,강남구,청담동,2.33
1302,2020,강남구,대치2동,2.0
1303,2020,강남구,개포2동,2.51
1305,2020,송파구,풍납1동,0.77
1306,2020,송파구,풍납2동,1.59
1307,2020,송파구,거여1동,0.51
1308,2020,송파구,거여2동,0.53
1309,2020,송파구,마천1동,0.58
1310,2020,송파구,마천2동,0.89
1311,2020,송파구,방이1동,0.5
1312,2020,송파구,방이2동,0.8
1313,2020,송파구,오륜동,3.17
1314,2020,송파구,오금동,1.65
1315,2020,송파구,송파1동,0.79
1316,2020,송파구,송파2동,0.53
1317,2020,송파구,석촌동,0.95
1318,2020,송파구,삼전동,0.95
1319,2020,송파구,가락본동,1.13
1320,2020,송파구,가락1동,1.34
1321,2020,송파구,가락2동,0.96
1322,2020,송파구,문정1동,0.56
1323,2020,송파구,문정2동,2.2
1324,2020,송파구,잠실본동,0.94
1325,2020,송파구,잠실4동,1.56
1326,2020,송파구,잠실6동,2.79
1327,2020,송파구,잠실7동,0.6
1328,2020,송파구,잠실2동,2.18
1329,2020,송파구,잠실3동,1.49
1330,2020,송파구,장지동,1.37
1331,2020,송파구,위례동,2.55
1333,2020,강동구,강일동,2.8
1334,2020,강동구,상일동,2.65
1335,2020,강동구,명일1동,0.61
1336,2020,강동구,명일2동,0.97
1337,2020,강동구,고덕1동,1.73
1338,2020,강동구,고덕2동,2.01
1339,2020,강동구,암사2동,1.18
1340,2020,강동구,암사3동,2.51
1341,2020,강동구,천호1동,0.71
1342,2020,강동구,천호3동,0.79
1343,2020,강동구,성내1동,0.58
1344,2020,강동구,성내2동,0.67
1345,2020,강동구,성내3동,0.71
1346,2020,강동구,둔촌1동,0.92
1347,2020,강동구,둔촌2동,0.98
1348,2020,강동구,암사1동,1.02
1349,2020,강동구,천호2동,1.57
1350,2020,강동구,길동,2.17
1353,2021,종로구,사직동,1.23
1354,2021,종로구,삼청동,1.49
1355,2021,종로구,부암동,2.27
1356,2021,종로구,평창동,8.87
1357,2021,종로구,무악동,0.36
1358,2021,종로구,교남동,0.35
1359,2021,종로구,가회동,0.54
1360,2021,종로구,종로1.2.3.4가동,2.35
1361,2021,종로구,종로5.6가동,0.6
1362,2021,종로구,이화동,0.78
1363,2021,종로구,창신1동,0.31
1364,2021,종로구,창신2동,0.26
1365,2021,종로구,창신3동,0.23
1366,2021,종로구,숭인1동,0.23
1367,2021,종로구,숭인2동,0.35
1368,2021,종로구,청운효자동,2.57
1369,2021,종로구,혜화동,1.12
1371,2021,중구,소공동,0.95
1372,2021,중구,회현동,0.84
1373,2021,중구,명동,0.99
1374,2021,중구,필동,1.14
1375,2021,중구,장충동,1.36
1376,2021,중구,광희동,0.74
1377,2021,중구,을지로동,0.6
1378,2021,중구,신당5동,0.39
1379,2021,중구,황학동,0.33
1380,2021,중구,중림동,0.48
1381,2021,중구,신당동,0.55
1382,2021,중구,다산동,0.51
1383,2021,중구,약수동,0.48
1384,2021,중구,청구동,0.34
1385,2021,중구,동화동,0.26
1387,2021,용산구,후암동,0.86
1388,2021,용산구,용산2가동,1.96
1389,2021,용산구,남영동,1.19
1390,2021,용산구,원효로2동,0.71
1391,2021,용산구,효창동,0.44
1392,2021,용산구,용문동,0.28
1393,2021,용산구,이촌1동,2.86
1394,2021,용산구,이촌2동,1.22
1395,2021,용산구,이태원1동,0.57
1396,2021,용산구,이태원2동,0.86
1397,2021,용산구,서빙고동,2.8
1398,2021,용산구,보광동,0.71
1399,2021,용산구,청파동,0.9
1400,2021,용산구,원효로1동,0.59
1401,2021,용산구,한강로동,2.9
1402,2021,용산구,한남동,3.01
1404,2021,성동구,왕십리2동,0.41
1405,2021,성동구,마장동,1.05
1406,2021,성동구,사근동,1.1
1407,2021,성동구,행당1동,0.59
1408,2021,성동구,행당2동,0.42
1409,2021,성동구,응봉동,0.57
1410,2021,성동구,금호1가동,0.46
1411,2021,성동구,금호4가동,0.84
1412,2021,성동구,성수1가1동,1.97
1413,2021,성동구,성수1가2동,0.89
1414,2021,성동구,성수2가1동,1.17
1415,2021,성동구,성수2가3동,1.03
1416,2021,성동구,송정동,0.75
1417,2021,성동구,용답동,2.31
1418,2021,성동구,왕십리도선동,0.72
1419,2021,성동구,금호2.3가동,0.64
1420,2021,성동구,옥수동,1.94
1422,2021,광진구,화양동,1.16
1423,2021,광진구,군자동,0.74
1424,2021,광진구,중곡1동,0.62
1425,2021,광진구,중곡2동,0.55
1426,2021,광진구,중곡3동,0.6
1427,2021,광진구,중곡4동,2.32
1428,2021,광진구,능동,1.1
1429,2021,광진구,구의1동,0.56
1430,2021,광진구,구의2동,1.39
1431,2021,광진구,구의3동,1.02
1432,2021,광진구,광장동,2.39
1433,2021,광진구,자양1동,0.57
1434,2021,광진구,자양2동,1.68
1435,2021,광진구,자양3동,1.2
1436,2021,광진구,자양4동,1.16
1438,2021,동대문구,회기동,0.76
1439,2021,동대문구,휘경1동,0.63
1440,2021,동대문구,휘경2동,1.05
1441,2021,동대문구,청량리동,1.2
1442,2021,동대문구,용신동,1.61
1443,2021,동대문구,제기동,1.18
1444,2021,동대문구,전농1동,1.19
1445,2021,동대문구,전농2동,0.86
1446,2021,동대문구,답십리2동,0.85
1447,2021,동대문구,장안1동,1.25
1448,2021,동대문구,장안2동,1.09
1449,2021,동대문구,이문1동,1.04
1450,2021,동대문구,이문2동,0.69
1451,2021,동대문구,답십리1동,0.81
1453,2021,중랑구,면목2동,0.77
1454,2021,중랑구,면목4동,0.87
1455,2021,중랑구,면목5동,0.7
1456,2021,중랑구,면목7동,1.2
1457,2021,중랑구,상봉1동,0.88
1458,2021,중랑구,상봉2동,0.65
1459,2021,중랑구,중화1동,0.64
1460,2021,중랑구,중화2동,1.01
1461,2021,중랑구,묵1동,1.2
1462,2021,중랑구,묵2동,0.67
1463,2021,중랑구,망우3동,0.92
1464,2021,중랑구,신내1동,2.56
1465,2021,중랑구,신내2동,0.93
1466,2021,중랑구,면목본동,0.84
1467,2021,중랑구,면목3.8동,1.63
1468,2021,중랑구,망우본동,3.03
1470,2021,성북구,돈암1동,0.49
1471,2021,성북구,돈암2동,0.48
1472,2021,성북구,안암동,1.33
1473,2021,성북구,보문동,0.56
1474,2021,성북구,정릉1동,0.44
1475,2021,성북구,정릉2동,1.17
1476,2021,성북구,정릉3동,3.71
1477,2021,성북구,정릉4동,3.13
1478,2021,성북구,길음1동,0.79
1479,2021,성북구,길음2동,0.58
1480,2021,성북구,월곡1동,0.81
1481,2021,성북구,월곡2동,1.36
1482,2021,성북구,장위1동,0.7
1483,2021,성북구,장위2동,0.67
1484,2021,성북구,장위3동,0.65
1485,2021,성북구,성북동,2.86
1486,2021,성북구,삼선동,0.92
1487,2021,성북구,동선동,0.73
1488,2021,성북구,종암동,1.46
1489,2021,성북구,석관동,1.73
1491,2021,강북구,번1동,0.66
1492,2021,강북구,번2동,0.95
1493,2021,강북구,번3동,1.1
1494,2021,강북구,수유1동,1.67
1495,2021,강북구,수유2동,0.57
1496,2021,강북구,수유3동,0.72
1497,2021,강북구,삼양동,0.91
1498,2021,강북구,미아동,0.93
1499,2021,강북구,송중동,1.01
1500,2021,강북구,송천동,0.9
1501,2021,강북구,삼각산동,0.62
1502,2021,강북구,우이동,10.28
1503,2021,강북구,인수동,3.28
1505,2021,도봉구,쌍문1동,1.24
1506,2021,도봉구,쌍문2동,0.54
1507,2021,도봉구,쌍문3동,0.5
1508,2021,도봉구,쌍문4동,0.52
1509,2021,도봉구,방학1동,0.69
1510,2021,도봉구,방학2동,0.74
1511,2021,도봉구,방학3동,2.62
1512,2021,도봉구,창1동,0.88
1513,2021,도봉구,창2동,1.05
1514,2021,도봉구,창3동,0.67
1515,2021,도봉구,창4동,0.95
1516,2021,도봉구,창5동,0.7
1517,2021,도봉구,도봉1동,8.72
1518,2021,도봉구,도봉2동,0.83
1520,2021,노원구,월계1동,1.16
1521,2021,노원구,월계2동,1.94
1522,2021,노원구,월계3동,1.17
1523,2021,노원구,공릉2동,6.82
1524,2021,노원구,하계1동,1.55
1525,2021,노원구,하계2동,0.51
1526,2021,노원구,중계본동,1.97
1527,2021,노원구,중계1동,0.63
1528,2021,노원구,중계4동,1.7
1529,2021,노원구,상계1동,5.62
1530,2021,노원구,상계2동,0.61
1531,2021,노원구,상계5동,1.01
1532,2021,노원구,상계8동,0.67
1533,2021,노원구,상계9동,0.81
1534,2021,노원구,상계10동,0.8
1535,2021,노원구,상계3.4동,5.05
1536,2021,노원구,상계6.7동,1.11
1537,2021,노원구,중계2.3동,0.9
1538,2021,노원구,공릉1동,1.41
1540,2021,은평구,녹번동,1.79
1541,2021,은평구,불광1동,3.13
1542,2021,은평구,갈현1동,0.97
1543,2021,은평구,갈현2동,0.96
1544,2021,은평구,구산동,1.38
1545,2021,은평구,대조동,0.85
1546,2021,은평구,응암1동,1.2
1547,2021,은평구,응암2동,0.78
1548,2021,은평구,신사1동,0.84
1549,2021,은평구,신사2동,1.0
1550,2021,은평구,증산동,0.81
1551,2021,은평구,수색동,1.29
1552,2021,은평구,진관동,11.53
1553,2021,은평구,불광2동,1.38
1554,2021,은평구,응암3동,0.63
1555,2021,은평구,역촌동,1.16
1557,2021,서대문구,천연동,0.97
1558,2021,서대문구,홍제1동,1.23
1559,2021,서대문구,홍제3동,0.81
1560,2021,서대문구,홍제2동,1.05
1561,2021,서대문구,홍은1동,1.58
1562,2021,서대문구,홍은2동,2.06
1563,2021,서대문구,남가좌1동,0.51
1564,2021,서대문구,남가좌2동,0.77
1565,2021,서대문구,북가좌1동,0.55
1566,2021,서대문구,북가좌2동,0.84
1567,2021,서대문구,충현동,1.12
1568,2021,서대문구,북아현동,0.46
1569,2021,서대문구,신촌동,2.63
1570,2021,서대문구,연희동,3.05
1572,2021,마포구,용강동,0.84
1573,2021,마포구,대흥동,0.87
1574,2021,마포구,염리동,0.44
1575,2021,마포구,신수동,0.78
1576,2021,마포구,서교동,1.65
1577,2021,마포구,합정동,1.72
1578,2021,마포구,망원1동,1.13
1579,2021,마포구,망원2동,0.67
1580,2021,마포구,연남동,0.64
1581,2021,마포구,성산1동,0.8
1582,2021,마포구,성산2동,2.07
1583,2021,마포구,상암동,8.4
1584,2021,마포구,도화동,0.62
1585,2021,마포구,서강동,1.45
1586,2021,마포구,공덕동,1.01
1587,2021,마포구,아현동,0.76
1589,2021,양천구,목1동,1.41
1590,2021,양천구,목2동,1.03
1591,2021,양천구,목3동,0.53
1592,2021,양천구,목4동,0.57
1593,2021,양천구,신월1동,0.65
1594,2021,양천구,신월2동,0.61
1595,2021,양천구,신월3동,0.87
1596,2021,양천구,신월4동,0.52
