,건축물 대장 코드,동이름,건물이름,도로주소,용도,건축면적,대지면적
11346,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11347,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11348,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11349,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11350,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11351,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11352,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11353,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11354,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11355,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11356,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11357,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11358,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11359,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11360,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11361,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11362,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11363,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11364,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11365,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11366,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11367,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11368,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11369,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11370,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11371,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11372,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11373,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11374,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11375,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11376,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11377,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11378,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11379,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11380,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11381,11215-100198338,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11382,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11383,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11384,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11385,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11386,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11387,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11388,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11389,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11390,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11391,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11392,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11393,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11394,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11395,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11396,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11397,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11398,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11399,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11400,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11401,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11402,11215-100252912,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,181.66,0.0
11403,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11404,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11405,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11406,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11407,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11408,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11409,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11410,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11411,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11412,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11413,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11414,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11415,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11416,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11417,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11418,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11419,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11420,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11421,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11422,11215-100252891,구의동,에버그린,서울특별시 광진구 자양로46길,공동주택,177.74,0.0
11423,11215-100252117,능동,군자 아델리제,서울특별시 광진구 천호대로,업무시설,376.76,629.1
11424,11215-100252117,능동,군자 아델리제,서울특별시 광진구 천호대로,업무시설,376.76,629.1
11425,11215-100252117,능동,군자 아델리제,서울특별시 광진구 천호대로,업무시설,376.76,629.1
11426,11215-100252117,능동,군자 아델리제,서울특별시 광진구 천호대로,업무시설,376.76,629.1
11427,11215-100241749,중곡동,세원 그린빌,서울특별시 광진구 천호대로109길,공동주택,71.0,131.6
11428,11215-100241749,중곡동,세원 그린빌,서울특별시 광진구 천호대로109길,공동주택,71.0,131.6
11429,11215-100241749,중곡동,세원 그린빌,서울특별시 광진구 천호대로109길,공동주택,71.0,131.6
11430,11215-100247366,구의동,래미안파크스위트,서울특별시 광진구 광나루로,공동주택,606.83,0.0
11431,11215-100247366,구의동,래미안파크스위트,서울특별시 광진구 광나루로,공동주택,606.83,0.0
11432,11215-8435,중곡동,그린트리아파트,서울특별시 광진구 천호대로117길,공동주택,312.23,724.5
11433,11215-8435,중곡동,그린트리아파트,서울특별시 광진구 천호대로117길,공동주택,312.23,724.5
11434,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11435,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11436,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11437,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11438,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11439,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11440,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11441,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11442,11215-100238649,중곡동,명화팰리스,서울특별시 광진구 자양로51길,공동주택,135.66,226.5
11443,11215-100238967,중곡동,아스하임,서울특별시 광진구 능동로40길,공동주택,89.86,161.37
11444,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11445,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11446,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11447,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11448,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11449,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11450,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11451,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11452,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11453,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11454,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11455,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11456,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11457,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11458,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11459,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11460,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11461,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11462,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11463,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11464,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11465,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11466,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11467,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11468,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11469,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11470,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11471,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11472,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11473,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11474,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11475,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11476,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11477,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11478,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11479,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11480,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11481,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11482,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11483,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11484,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11485,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11486,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11487,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11488,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11489,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11490,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11491,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11492,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11493,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11494,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11495,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11496,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11497,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11498,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11499,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11500,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11501,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11502,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11503,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11504,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11505,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11506,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11507,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11508,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11509,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11510,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11511,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11512,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11513,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11514,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11515,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11516,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11517,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11518,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11519,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11520,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11521,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11522,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11523,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11524,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11525,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11526,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11527,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11528,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11529,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11530,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11531,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11532,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11533,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11534,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11535,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11536,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11537,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11538,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11539,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11540,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11541,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11542,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11543,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11544,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11545,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11546,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11547,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11548,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11549,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11550,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11551,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11552,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11553,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11554,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11555,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11556,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11557,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11558,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11559,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11560,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11561,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11562,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11563,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11564,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11565,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11566,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11567,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11568,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11569,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11570,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11571,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11572,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11573,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11574,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11575,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11576,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11577,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11578,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11579,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11580,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11581,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11582,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11583,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11584,11215-100198627,광장동,광장힐스테이트,서울특별시 광진구 아차산로,공동주택,969.13,0.0
11585,11215-100237536,능동,,서울특별시 광진구 능동로36길,업무시설,302.03,511.4
11586,11215-100237536,능동,,서울특별시 광진구 능동로36길,업무시설,302.03,511.4
11587,11215-100237536,능동,,서울특별시 광진구 능동로36길,업무시설,302.03,511.4
11588,11215-100237536,능동,,서울특별시 광진구 능동로36길,업무시설,302.03,511.4
11589,11215-100237536,능동,,서울특별시 광진구 능동로36길,업무시설,302.03,511.4
11590,11215-100237536,능동,,서울특별시 광진구 능동로36길,업무시설,302.03,511.4
11591,11215-100236669,중곡동,봉황옥체,서울특별시 광진구 용마산로22길,공동주택,130.11,218.2
11592,11215-100235914,구의동,,서울특별시 광진구 자양로,업무시설,114.5,211.04
11593,11215-100234267,자양동,,서울특별시 광진구 뚝섬로46길,공동주택,129.43,217.6
11594,11215-100233307,구의동,삼화빌딩,서울특별시 광진구 천호대로131길,공동주택,214.12,515.7
11595,11215-100233307,구의동,삼화빌딩,서울특별시 광진구 천호대로131길,공동주택,214.12,515.7
11596,11215-100233307,구의동,삼화빌딩,서울특별시 광진구 천호대로131길,공동주택,214.12,515.7
11597,11215-100233307,구의동,삼화빌딩,서울특별시 광진구 천호대로131길,공동주택,214.12,515.7
11598,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11599,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11600,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11601,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11602,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11603,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11604,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11605,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11606,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11607,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11608,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11609,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11610,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11611,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11612,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11613,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11614,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11615,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11616,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11617,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11618,11215-100201459,화양동,아이리스(Iris),서울특별시 광진구 동일로28길,공동주택,93.94,157.1
11619,11215-100229182,중곡동,,서울특별시 광진구 답십리로78길,공동주택,192.81,0.0
11620,11215-100229182,중곡동,,서울특별시 광진구 답십리로78길,공동주택,192.81,0.0
11621,11215-100229182,중곡동,,서울특별시 광진구 답십리로78길,공동주택,192.81,0.0
11622,11215-100229182,중곡동,,서울특별시 광진구 답십리로78길,공동주택,192.81,0.0
