,건축물 대장 코드,동이름,건물이름,도로주소,용도,건축면적,대지면적
1068,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1069,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1070,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1071,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1072,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1073,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1074,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1075,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1076,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1077,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1078,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1079,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1080,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1081,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1082,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1083,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1084,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1085,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1086,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1087,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1088,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1089,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1090,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1091,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1092,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1093,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1094,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1095,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1096,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1097,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1098,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1099,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1100,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1101,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1102,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1103,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1104,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1105,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1106,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1107,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1108,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1109,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1110,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1111,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1112,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1113,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1114,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1115,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1116,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1117,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1118,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1119,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1120,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1121,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1122,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1123,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1124,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1125,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1126,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1127,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1128,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1129,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1130,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1131,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1132,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1133,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1134,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1135,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1136,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1137,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1138,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1139,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1140,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1141,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1142,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1143,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1144,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1145,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1146,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1147,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1148,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1149,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1150,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1151,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1152,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1153,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1154,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1155,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1156,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1157,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
