역명,승차총승객수,하차총승객수
강남,84385,81412
교대(법원.검찰청),37553,42501
서초,24218,23583
방배,21447,22295
사당,40842,44832
낙성대(강감찬),29709,29687
서울대입구(관악구청),51269,50386
봉천,26031,24442
신림,60329,58338
신대방,27099,26618
구로디지털단지,64450,64615
대림(구로구청),26107,26598
신도림,49669,49289
문래,23793,24289
영등포구청,24236,25073
당산,20155,24066
합정,31315,33328
홍대입구,60584,64011
신촌,39440,40493
이대,18496,20444
아현,11462,11022
충정로(경기대입구),11158,11774
신답,1880,2103
신설동,3567,3559
도림천,1472,1566
양천구청,7697,7919
신정네거리,11473,11701
용두(동대문구청),2458,2520
지축,6218,6078
구파발,23097,21942
연신내,39006,36754
불광,17899,18945
녹번,17488,15885
홍제,19856,18953
무악재,4252,4312
독립문,7767,8037
경복궁(정부서울청사),23640,23741
안국,25616,26720
종로3가,10652,12264
을지로3가,11768,11680
동대입구,11426,12803
약수,14238,13635
금호,8925,8458
옥수,9682,9975
압구정,34702,37913
신사,30415,31999
잠원,5532,5336
고속터미널,44584,41952
교대(법원.검찰청),16575,11101
남부터미널(예술의전당),31231,31620
양재(서초구청),41146,45172
매봉,13938,13216
도곡,5578,5360
대치,12224,12321
학여울,1999,2070
대청,11478,10753
일원,12130,11709
수서,18897,19456
가락시장,9777,9696
경찰병원,8317,8413
오금,6965,6285
당고개,9802,8580
상계,20761,19463
노원,20086,22771
창동,27179,28840
쌍문,31386,29706
수유(강북구청),36670,37014
미아(서울사이버대학),17155,16590
미아사거리,28896,28484
길음,24569,25250
성신여대입구(돈암),23314,22279
한성대입구(삼선교),16081,15570
혜화,34966,34842
동대문,22138,22337
동대문역사문화공원(DDP),18081,15879
충무로,31943,32938
명동,26847,27571
회현(남대문시장),28162,29234
서울역,13009,19574
숙대입구(갈월),16616,16010
삼각지,5710,6305
신용산,19423,20082
이촌(국립중앙박물관),8748,9800
동작(현충원),1663,1903
총신대입구(이수),20589,22347
사당,27988,23753
남태령,1495,1244
방화,7261,7000
개화산,6145,5899
김포공항,7056,7106
송정,7054,6517
마곡,11934,11924
발산,22570,23315
우장산,16497,16116
화곡,31582,29498
까치산,31090,29659
신정(은행정),15320,12442
목동,18846,20152
오목교(목동운동장앞),22831,24639
양평,8188,8072
영등포구청,4547,4712
영등포시장,10936,11314
신길,4568,4940
여의도,30872,32721
여의나루,12384,13650
마포,15642,15961
공덕,15929,16619
애오개,7482,7375
충정로(경기대입구),5313,5337
서대문,22727,23253
광화문(세종문화회관),34822,36715
종로3가,13501,13310
을지로4가,6952,7070
동대문역사문화공원(DDP),3352,3979
청구,4334,3879
신금호,7118,7500
행당,8942,7981
왕십리(성동구청),4760,5288
마장,6409,5988
답십리,17504,15942
장한평,20037,19891
군자(능동),12099,13178
아차산(어린이대공원후문),15648,15231
광나루(장신대),15275,14399
천호(풍납토성),19286,19204
강동,20198,19516
길동,8629,9082
굽은다리(강동구민회관앞),10309,9818
명일,9435,9766
고덕,10963,10823
상일동,16311,15242
둔촌동,8957,8961
올림픽공원(한국체대),5233,4607
방이,7664,7888
오금,4306,4305
개롱,7113,7365
거여,11292,10982
마천,8233,7891
강일,5480,5176
미사,17960,18169
하남풍산,4640,4561
하남시청(덕풍·신장),7845,7596
하남검단산,6388,6113
응암,19145,18971
역촌,4082,4930
불광,4636,4621
독바위,3007,3078
구산,8654,6580
새절(신사),14366,13278
증산(명지대앞),10947,10834
디지털미디어시티,16221,17759
월드컵경기장(성산),5714,6133
마포구청,15725,13990
망원,14479,15262
합정,13512,13236
상수,9974,11297
광흥창(서강),10042,9611
대흥(서강대앞),10294,10771
공덕,20861,20252
효창공원앞,8315,7831
삼각지,8004,6848
녹사평(용산구청),5118,5010
이태원,11117,11573
한강진,8095,9412
버티고개,2482,2374
약수,3899,3871
청구,3921,4182
신당,8627,9207
동묘앞,8595,9097
창신,4162,3510
보문,8487,7877
안암(고대병원앞),15846,16548
고려대(종암),10561,10424
월곡(동덕여대),14474,13907
상월곡(한국과학기술연구원),7313,6947
돌곶이,10670,9967
석계,13698,14691
태릉입구,6128,7110
화랑대(서울여대입구),14401,11143
봉화산(서울의료원),9962,9313
장암,2535,874
도봉산,10791,12208
수락산,13938,13764
마들,14461,13426
노원,21481,22526
중계,16415,14994
하계,19909,18831
공릉(서울과학기술대),13518,13583
태릉입구,10335,9830
먹골,11217,11109
중화,11577,11606
상봉(시외버스터미널),18202,17459
면목,18011,17454
사가정,17639,17829
용마산(용마폭포공원),6497,6271
중곡,11912,11125
군자(능동),16206,13029
어린이대공원(세종대),19400,20424
건대입구,14567,15044
뚝섬유원지,9327,8998
청담,22111,24670
강남구청,18758,20667
학동,26809,28236
논현,20618,21449
반포,6758,6568
고속터미널,17274,14389
내방,16422,16698
이수,16977,16071
남성,12815,11980
숭실대입구(살피재),17146,17669
상도,13697,13503
장승배기,10190,10015
신대방삼거리,16608,16033
보라매,8347,8468
신풍,12669,12044
대림(구로구청),8834,8732
남구로,17320,18006
가산디지털단지,49363,49606
철산,23554,24012
광명사거리,22834,22481
천왕,12973,12456
온수(성공회대입구),12116,11292
신중동,1,0
암사,20698,18157
천호(풍납토성),15491,17768
강동구청,11547,11774
몽촌토성(평화의문),6882,6885
잠실(송파구청),15286,17975
석촌,8361,9570
송파,9564,9367
가락시장,8211,9199
문정,23529,24909
장지,18513,17599
복정,10787,8965
산성,5999,6035
남한산성입구(성남법원.검찰청),16684,15451
단대오거리,12089,11578
신흥,4647,5040
수진,5718,5223
모란,4856,3884
남위례,6543,6781
개화,3079,2074
김포공항,7327,10826
공항시장,3189,3486
신방화,7523,7185
마곡나루(서울식물원),13413,13336
양천향교,10925,11009
가양,23378,23212
증미,7854,7411
등촌,12750,12282
염창,19593,19027
신목동,4844,4189
선유도,9712,9221
당산,19965,20547
국회의사당,17311,18107
여의도,30783,29736
샛강,6863,6876
노량진,27858,27387
노들,5081,4260
흑석(중앙대입구),11131,11577
동작(현충원),1989,1579
구반포,1273,1345
신반포,4147,4017
고속터미널,13640,17419
사평,4196,4033
신논현,31451,30541
언주,12058,12379
선정릉,11283,12352
삼성중앙,8238,8725
봉은사,18196,18568
종합운동장,4647,4875
삼전,7448,7199
석촌고분,6882,6657
석촌,9641,8554
송파나루,5494,5695
한성백제,3014,2699
올림픽공원(한국체대),7350,7507
둔촌오륜,1195,1197
중앙보훈병원,13153,11681
판교,5763,5645
이매,1373,1173
삼동,2858,2558
경기광주,9052,8537
초월,3678,3542
곤지암,2699,2635
신둔도예촌,1816,1691
이천,2938,2944
부발,2467,2493
세종대왕릉,377,381
여주,2774,2845
서울역,9066,2705
남영,10941,11780
용산,38167,38665
노량진,8901,9123
대방,12403,13756
영등포,39831,41193
신도림,4537,4640
신길,10109,8814
구로,19956,20066
가산디지털단지,19931,23301
금천구청,13073,12914
석수,10531,9460
관악,8235,7749
안양,29340,29049
명학,11394,11344
금정,30187,30689
군포,8331,8014
의왕,10072,10004
성균관대,16842,16844
화서,9609,9259
수원,39811,41589
독산,20419,21116
세류,3855,3348
병점,18487,18381
세마,3394,3113
오산대,4505,4120
오산,11250,11443
진위,2198,1961
송탄,4850,4720
서정리,8888,8515
평택지제,4647,4506
평택,14069,14294
성환,7110,7118
직산,1014,978
두정,8418,9824
천안,7972,7428
당정,7853,7364
서동탄,1561,1333
광명,3991,3207
이촌(국립중앙박물관),4393,3308
서빙고,2362,2214
한남,4609,4393
옥수,73,69
응봉,2169,1771
왕십리(성동구청),16107,17400
청량리(서울시립대입구),16610,17320
외대앞,10690,10874
신이문,9120,8268
석계,9029,9924
광운대,9751,9685
녹천,5129,4221
창동,3,0
방학,10879,10601
도봉,6572,6238
도봉산,8362,5532
망월사,10566,10624
회룡,14048,13908
의정부,19672,20199
가능,7666,7340
녹양,5387,5035
양주,9145,8475
덕계,4024,3526
덕정,7223,6995
지행,7541,7358
동두천중앙,3540,3316
보산,1642,1433
동두천,2971,3206
소요산,3036,2337
서울역,5286,6558
신촌,1194,1506
효창공원앞,3624,3941
공덕,4114,3703
서강대,2735,2649
홍대입구,1970,2248
가좌,6656,6492
디지털미디어시티,3168,2805
수색,3121,3285
화전,3783,3579
강매,3798,3340
행신,9199,9297
능곡,4373,4023
곡산,699,713
백마,8077,7673
풍산,6465,6007
일산,10745,10392
탄현,9240,8604
야당,8894,8577
운정,8247,7481
금릉,5730,5446
금촌,7596,7325
월롱,3226,3095
파주,1810,1279
문산,5891,5619
임진강,20,9
개봉,23919,23180
오류동,12774,11974
역곡,31648,31409
부천,34818,34520
송내,30684,30585
부평,29280,30938
백운,7819,7422
동암,17312,17230
주안,21144,19892
제물포,12856,12130
동인천,14672,14042
인천,4070,3069
구일,7898,7797
소사,9931,9842
부개,9669,8872
간석,6604,6116
도원,4515,4440
온수(성공회대입구),7938,7609
중동,10403,9641
도화,4608,4142
신내,2558,2445
갈매,3400,2883
별내,3516,3242
퇴계원,3937,3487
사릉,2892,2715
금곡,1702,1672
평내호평,7386,7068
천마산,1892,1701
마석,4867,4406
대성리,547,513
청평,1890,1708
상천,316,291
가평,2110,1923
굴봉산,142,135
백양리,88,86
강촌,644,633
김유정,359,368
남춘천,2631,3003
춘천,2096,2059
서울역,10683,9350
공덕,2644,3552
홍대입구,11439,11497
디지털미디어시티,15485,14764
마곡나루(서울식물원),11270,10792
김포공항,11308,6805
계양,13257,12143
검암,7303,7109
청라국제도시,7981,7389
운서,8370,8725
공항화물청사,2399,2567
인천공항1터미널,8915,7687
인천공항2터미널,3927,3450
영종,3952,3882
선바위,9326,8102
경마공원,1708,1672
대공원,4213,4376
과천,7083,6609
정부과천청사,12011,12101
인덕원,27133,28622
평촌,19724,19521
범계,28301,28718
선릉,15297,23094
한티,16009,17058
도곡,8201,8353
구룡,2746,2603
개포동,4450,4607
대모산입구,5277,4890
수서,15144,15535
복정,3,0
수원,8749,7695
서울숲,12153,12513
압구정로데오,20020,22150
강남구청,10676,12279
선정릉,8853,9239
가천대,13435,14592
태평,14528,13927
모란,21340,21564
야탑,28166,29638
서현,25774,25997
수내,15299,15267
정자,20046,21467
미금,16731,18147
오리,12888,10584
이매,6274,5799
보정,3102,2755
죽전,16087,17589
구성,5699,6032
신갈,5249,5220
기흥,12386,11887
상갈,6328,5928
청명,5023,4942
영통,9401,9914
망포,16655,15919
매탄권선,5918,5677
수원시청,13664,14473
매교,4868,4802
고색,5482,4997
오목천,4942,4480
어천,1249,1195
야목,417,313
사리,5690,4874
달월,93,61
월곶,3139,2790
소래포구,6794,6415
인천논현,6197,6626
호구포,4408,4699
남동인더스파크,2458,2707
원인재,5237,5458
연수,5066,4901
송도,2817,2519
인하대,8270,7944
숭의,4549,4252
신포,1985,2032
인천,1099,1766
샛강,2608,3135
대방,2497,1897
서울지방병무청,2670,2849
보라매,3307,3058
보라매공원,2036,2233
보라매병원,7331,7745
당곡,4191,4065
신림,1734,2350
서원,3297,2742
서울대벤처타운,7752,7755
관악산(서울대),3111,3232
산본,17270,18973
대야미,5563,5011
반월,4727,4653
상록수,18307,18365
한대앞,11335,11563
중앙,19591,20392
고잔,10436,9789
초지,6001,6181
안산,12740,11600
신길온천,2078,1879
정왕,11092,11612
오이도,9403,8837
수리산,4693,3891
북한산우이,2974,2560
솔밭공원,2843,2683
4.19민주묘지,4665,4707
가오리,4712,4621
화계,3927,3709
삼양,2225,2374
삼양사거리,2817,2742
솔샘,6668,6357
북한산보국문,7027,6753
정릉,5411,5129
성신여대입구(돈암),3723,4185
보문,1740,1772
신설동,2524,2412
원흥,12616,11958
지축,1,0
삼송,21926,21209
원당,12374,11611
화정,18401,18682
대곡,2605,2000
백석,10629,10637
마두,8477,8663
정발산,7596,7609
주엽,10338,10483
대화,15014,11215
봉명,1543,1461
쌍용(나사렛대),3151,3064
아산,4484,3575
탕정,1138,1019
배방,1314,1215
온양온천,4326,4363
신창(순천향대),2957,3260
회기,30409,30097
중랑,6196,5980
상봉(시외버스터미널),6146,6115
망우,8580,8310
양원,3356,3271
공항화물청사,2418,2560
인천공항1터미널,9175,8123
인천공항2터미널,4070,3521
영종,3847,4006
동대문역사문화공원(DDP),15400,17487
을지로4가,15259,15154
을지로3가,26927,27246
을지로입구,48000,50127
시청,27614,26922
동묘앞,9094,9531
청량리(서울시립대입구),21543,20951
제기동,18809,19058
신설동,15130,14658
동대문,11785,11121
종로5가,25673,25345
종로3가,28391,25483
종각,41552,40474
시청,27809,27365
서울역,51393,50516
상왕십리,15786,15121
왕십리(성동구청),18300,14732
한양대,15664,17380
뚝섬,24153,26204
성수,41841,45871
건대입구,36223,38326
구의(광진구청),26214,25592
강변(동서울터미널),32470,30416
잠실나루,17180,16906
잠실(송파구청),78799,78746
잠실새내,23299,23148
종합운동장,10234,10908
삼성(무역센터),58466,59811
선릉,65211,58215
역삼,59292,67883
강남,85370,82250
교대(법원.검찰청),38401,43504
선바위,9352,8309
경마공원,1640,1671
대공원,5635,5735
과천,7127,6643
정부과천청사,11934,12165
인덕원,27606,28674
평촌,19938,19660
범계,28700,29072
선릉,15372,22430
한티,16193,17412
도곡,8237,7979
구룡,2807,2603
서초,25142,24396
방배,21355,22503
사당,42677,46009
낙성대(강감찬),29998,29485
서울대입구(관악구청),51483,50002
봉천,26142,24440
신림,61935,59507
신대방,27699,27129
구로디지털단지,65597,65806
대림(구로구청),26142,26867
신도림,53018,52792
문래,24590,24899
영등포구청,24378,25324
당산,20710,24657
합정,32460,34732
홍대입구,60641,65133
신촌,39577,39964
이대,18500,20085
아현,11659,11012
충정로(경기대입구),11517,12025
용답,3338,3455
신답,1911,2179
신설동,3672,3623
도림천,1444,1487
양천구청,7955,8043
신정네거리,11571,11681
용두(동대문구청),2551,2530
지축,6433,6251
구파발,23535,22360
연신내,39079,36782
불광,18011,19409
녹번,17578,15935
홍제,20106,19127
무악재,4432,4459
독립문,8214,8497
경복궁(정부서울청사),29518,30699
안국,28708,29846
종로3가,11094,12655
을지로3가,12494,12265
동대입구,11502,13152
약수,14606,13920
금호,9428,8583
옥수,10198,10287
압구정,34814,38513
신사,30837,32610
잠원,5645,5462
고속터미널,42921,40773
교대(법원.검찰청),17136,11121
남부터미널(예술의전당),32037,32842
양재(서초구청),41912,45821
매봉,13988,13578
도곡,5534,5725
대치,11920,12392
학여울,2213,2218
대청,11764,10856
일원,12570,12070
수서,18925,19376
가락시장,10104,10053
경찰병원,8382,8408
오금,7042,6442
당고개,9807,8822
상계,21258,19798
노원,20262,23212
창동,27836,29445
쌍문,31930,29798
수유(강북구청),37267,37090
미아(서울사이버대학),17231,16766
길음,24819,25273
성신여대입구(돈암),24148,22986
한성대입구(삼선교),16730,16030
혜화,40045,39514
동대문,22177,22484
동대문역사문화공원(DDP),18538,16674
충무로,32399,33018
명동,27821,29136
회현(남대문시장),28483,29829
서울역,13708,20398
개포동,4562,4655
대모산입구,5323,4873
수서,15130,15560
수원,8713,7730
서울숲,13145,13502
압구정로데오,20251,22732
강남구청,10840,12474
선정릉,8781,9301
가천대,12970,14046
태평,14471,13678
모란,21341,21690
야탑,28733,30339
서현,26199,26509
수내,15392,15481
정자,20437,22039
미금,17355,18435
오리,12900,10550
이매,6345,5997
보정,3119,2765
죽전,16101,17482
구성,6019,6255
신갈,5353,5249
기흥,12473,11833
상갈,6396,6077
청명,5014,4870
영통,9545,9635
망포,16757,15991
매탄권선,5864,5720
수원시청,13826,14806
매교,4880,4762
고색,5440,5066
오목천,4823,4260
어천,1344,1169
야목,432,302
사리,5776,4988
달월,126,85
월곶,3340,3067
소래포구,7155,6736
인천논현,6166,6724
호구포,4637,4754
남동인더스파크,2494,2796
원인재,4989,5156
연수,5174,5109
송도,2912,2642
인하대,8265,8012
숭의,4722,4401
신포,2068,2107
인천,1099,1758
샛강,2703,3271
대방,2515,1871
서울지방병무청,2620,2962
보라매,3645,3220
보라매공원,1967,2136
보라매병원,7185,7598
당곡,4103,3920
신림,1671,2286
서원,3220,2686
서울대벤처타운,7967,7753
관악산(서울대),3337,3498
산본,17847,19063
대야미,5674,5168
반월,4940,4803
상록수,18333,18725
한대앞,11452,11560
중앙,19832,20747
고잔,10596,9941
초지,5990,6427
안산,12870,11648
신길온천,2179,1929
정왕,10765,11433
오이도,9568,9242
수리산,4812,3996
