사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201603,5호선,광나루,2,0,4848,1682,16537,8160,52371,20408,64082,45552,34860,28374,23590,22693,22780,18473,23384,17706,24210,19009,23244,17995,25666,19840,28599,23237,32284,27672,38803,38493,24331,37729,14661,25347,13572,23152,12162,23564,4414,14707,644,3669,0,0,0,0,0,0,20160408
201602,5호선,광나루,0,0,3784,1458,12658,5953,36921,11316,47344,29559,26068,21101,18969,17559,18547,14316,19846,15899,21027,16838,20436,15526,20171,17029,21873,18231,23170,22102,29675,30976,19458,30208,12720,20041,12236,18082,9333,17958,3606,11587,506,2855,6,30,0,0,0,0,20160308
201601,5호선,광나루,3,0,4323,1867,13893,8649,39846,12823,53770,32035,30403,22149,20708,18351,19885,16968,21431,17319,22971,18238,21294,16585,22514,17609,22855,19867,25255,24522,33203,35425,19358,34794,13775,21532,15852,20151,12017,19655,3904,12546,538,2795,0,7,0,0,0,0,20160208
201512,5호선,광나루,0,0,4603,1880,14838,7818,45156,17757,61679,41421,34156,23753,23889,19515,23165,19218,23844,19083,24025,20020,23798,19661,25614,22073,28231,25621,31378,29937,38396,39658,22454,36310,17075,24264,18469,22074,15304,23180,5422,16193,765,4046,36,206,0,0,0,0,20160108
201511,5호선,광나루,2,0,4701,1926,15034,8386,44946,19366,61184,42883,33519,24473,22373,19824,21877,18682,22281,17641,23737,19139,22627,18447,24649,20258,28328,23144,31071,28125,37306,38118,21875,35284,15286,23154,15813,20875,13481,20423,4610,13668,584,3142,0,1,0,0,0,0,20151208
201510,5호선,광나루,1,0,5130,2205,16131,9466,46976,21027,61369,46764,35329,26587,24057,22950,22307,21156,25845,20156,26339,21936,24457,20087,27539,22999,31221,25092,35110,28306,41958,39376,24712,36542,16856,23819,16321,22708,14019,22200,4905,14333,690,3456,0,0,0,0,0,0,20151223
201509,5호선,광나루,0,0,4652,2140,15307,8691,45275,19498,57073,42146,31203,22988,21051,19394,20473,17683,21164,16472,22146,17279,20680,17675,23192,19914,26805,22031,29003,25237,37542,36953,22765,35760,15068,22211,15771,20424,14020,20874,5300,12954,641,3264,10,27,0,0,0,0,20151223
201508,5호선,광나루,1,1,4880,2214,15373,9364,41888,16673,49901,38178,28340,22200,20511,16918,19930,16101,21791,15895,21376,16366,19450,16262,21865,17741,24256,20966,26249,23491,34804,35031,21444,34635,15214,22765,15760,19942,13871,20599,5634,12948,708,3052,0,0,0,0,0,0,20151223
201507,5호선,광나루,1,0,5334,2264,17076,9649,48332,17700,57133,41860,29988,23335,20472,17838,20083,17255,20515,16805,21215,17458,19782,16920,22126,17364,24760,19784,27450,23896,38264,37216,22187,36659,14886,23649,14658,21269,14329,21423,4989,13606,756,3551,0,1,0,0,0,0,20151223
201506,5호선,광나루,5,0,4952,2314,16797,9550,47466,19636,58019,44059,29527,23817,18926,17966,18319,17040,18516,14654,19415,15886,18530,15752,21006,16404,25377,18726,27633,22498,36797,35383,22505,35354,14272,22701,14604,19852,13274,20593,4620,13079,787,3308,9,9,0,0,0,0,20151223
201505,5호선,광나루,3,0,5015,2159,16453,10089,44935,19674,58427,43693,35958,28157,24939,24780,24561,21775,26062,19936,26555,21367,25862,20782,27540,22575,31115,23924,32584,27591,38469,36700,24748,36220,16834,24632,16974,22877,14851,23580,4990,15335,690,3623,0,0,0,0,0,0,20151223
201504,5호선,광나루,11,0,4938,1902,17497,9669,51907,21911,64112,50029,35679,28487,24122,23927,23560,22121,26117,19398,26419,21359,24610,20517,26297,22507,30866,24889,32578,28593,41067,40385,26248,39418,17439,26818,18807,23554,17416,24507,5482,15026,852,3964,0,0,0,0,0,0,20151223
201503,5호선,광나루,3,0,4692,1813,17231,8996,52973,20829,65150,50498,36544,28466,24327,24220,22960,21561,24272,18849,25401,20262,25144,19783,27373,21666,31379,24990,32251,29532,41923,40384,26054,40398,18467,26902,16886,24346,15816,25088,5131,15796,705,3660,0,0,0,0,0,0,20151223
201502,5호선,광나루,1,0,3671,1468,12761,6663,37037,12767,45509,32650,26752,20238,18906,18072,18429,16684,19527,16732,21833,17424,21349,16564,21037,17440,22806,18883,25310,21755,31087,30319,19721,30333,13302,20468,13466,19195,11960,18238,4251,12011,620,3034,9,19,0,0,0,0,20151223
201501,5호선,광나루,39,0,4902,1815,14767,9859,43537,15182,56512,36479,31776,24064,21964,20350,21771,18657,22795,18774,25203,19976,23075,18661,25266,20370,25250,21913,29214,25125,37203,37010,22460,35956,16717,23338,16309,22161,12709,21005,4739,14187,679,3418,0,0,0,0,0,0,20151223
202302,5호선,광나루(장신대),8,1,5158,1531,14264,6939,34869,12944,41720,29338,26073,19785,19300,18901,18257,15178,19576,15952,20543,17096,20228,16491,20820,17703,22479,21622,25570,27372,30525,39370,14217,28189,13834,17443,13686,16639,10366,16085,3020,9489,511,2490,0,0,0,0,0,0,20230303
202301,5호선,광나루(장신대),8,1,4966,1588,14664,7969,34193,12380,41075,28323,25712,17750,18894,15632,17367,13920,18441,15062,20188,16369,19490,15642,19661,17169,21413,20682,23780,26631,28675,37652,14016,26781,11708,17182,14272,16135,8417,15624,2781,8918,415,2273,7,16,0,2,0,0,20230203
202212,5호선,광나루(장신대),5,0,5299,1607,15901,8086,38501,15501,45727,33675,28922,19857,21075,17231,20721,15613,20881,16799,21452,17570,21290,17490,22739,18967,26692,24732,28727,30739,31480,40859,14950,29319,12588,18950,12999,18192,12916,17875,3771,10985,708,2797,250,41,6,28,0,0,20230103
202211,5호선,광나루(장신대),8,0,5505,1738,16015,8641,40631,17679,45420,37205,29395,21866,21239,19611,19330,16753,20954,16876,22042,18217,21752,17623,23314,18911,27225,23408,29998,31221,33205,43015,15289,29428,12278,18845,14719,17333,11023,15870,2945,9268,505,2460,1,8,0,0,0,0,20221203
202210,5호선,광나루(장신대),8,0,5373,1649,15317,8208,38355,16934,45419,37612,28897,23342,21822,20724,20736,16926,24313,16892,22936,18050,21632,18066,23805,19950,27673,24083,29563,29123,33070,39304,16599,28575,12808,18262,13910,17912,8823,16610,2883,9466,332,2290,0,1,0,0,0,0,20221103
202209,5호선,광나루(장신대),6,0,5067,1719,15088,7775,39337,15940,45251,34957,27200,20895,19394,17807,18292,14242,19270,15092,19793,16442,19261,16219,21319,17823,25901,22036,26020,26573,31815,38312,15567,26914,11239,17525,12265,16460,8165,15587,2591,9584,393,2395,2,2,0,0,0,0,20221003
202208,5호선,광나루(장신대),5,0,5157,1827,15814,7782,38657,14806,43155,32458,25179,18879,18716,15052,17474,13114,19029,14559,18235,15247,17665,15403,19281,17295,22684,22201,25015,26927,31439,39952,15891,27690,13260,17454,14265,16072,8770,15013,2441,9411,331,2073,0,5,0,0,0,0,20220903
202207,5호선,광나루(장신대),2,0,5413,1952,16751,8339,39893,15347,44274,31675,26061,19355,19009,15794,18195,13776,19279,15148,19565,15825,18221,15100,19500,17277,23010,22065,24906,26757,32039,39174,15906,27974,13002,17463,12281,16478,8954,15655,2845,10152,361,2118,0,0,0,0,0,0,20220803
202206,5호선,광나루(장신대),8,0,5345,1856,16191,8362,40345,15507,45451,31984,27189,20550,19619,17041,18891,14112,19769,15697,19769,16844,18716,16307,20598,17532,25545,22291,25466,26915,30975,38843,14784,27353,11937,17471,13295,16608,9022,15795,2764,10488,269,1962,1,0,0,0,0,0,20220703
202205,5호선,광나루(장신대),6,0,5398,1830,16621,8297,41870,16692,50922,35331,31574,22795,21228,20363,19993,16024,21598,18256,21975,17483,20719,17899,22176,18604,27272,23710,27808,28166,33024,40320,15980,28462,13334,18742,11946,17125,8948,17615,2492,10961,10,634,0,0,0,0,0,0,20220926
202204,5호선,광나루(장신대),4,0,4971,1504,15323,7186,39776,15165,44812,31200,26975,20981,18659,18730,17514,14360,19245,15450,19523,15344,19527,16001,20896,16633,24180,21311,25375,26626,30153,38329,14955,26903,11204,17047,11085,15118,8071,15184,2237,9573,6,555,0,0,0,0,0,0,20220503
202203,5호선,광나루(장신대),5,0,4607,1480,14556,6622,36749,14037,39985,26926,23273,17720,15583,15868,14774,12492,17113,14125,17353,13182,16704,14168,18106,14668,21213,18527,22741,23455,26990,34306,13037,24836,8147,15557,8965,13379,6655,13367,1820,8068,4,356,0,0,0,0,0,0,20220403
202202,5호선,광나루(장신대),2,0,3903,1351,11954,5841,29356,10537,33680,21318,20476,15579,14307,14114,13880,11920,15357,12887,16779,12633,16104,12715,16094,12919,17847,15594,19101,19083,22450,29784,11463,22381,8189,13741,8466,16277,5286,10867,1000,4241,3,131,0,0,0,0,0,0,20220303
202201,5호선,광나루(장신대),3,0,4694,1581,13622,7209,33287,11805,41477,25070,24327,17550,17120,16066,17040,13892,18235,14011,19424,14637,19240,14468,18897,14144,20839,17765,22568,23107,25430,35083,11768,24951,8753,16676,11042,23011,5556,12249,1068,4595,7,161,0,0,0,0,0,0,20220203
202112,5호선,광나루(장신대),3,0,4811,1670,14155,7156,37625,14384,44368,29820,24691,18143,17699,15725,16426,14117,18248,15356,19186,14730,19394,15547,20040,16472,23053,20832,24757,26181,28316,39098,14463,25776,9519,16773,10888,19192,7524,13658,2130,6533,13,227,0,0,0,0,0,0,20220103
202111,5호선,광나루(장신대),3,0,4819,1513,14288,7481,38628,15363,46912,30840,26518,20097,18051,17000,16942,14864,18389,14938,19500,14789,19594,15795,20527,16484,23757,20999,25846,26543,30086,39348,13710,26836,10636,16590,10690,15864,8508,14440,1964,8555,13,436,0,0,0,0,0,0,20211203
202110,5호선,광나루(장신대),9,0,4691,1595,13326,7235,33419,14440,41660,28318,24229,20813,18006,18149,17734,15683,19091,15560,20747,15557,19571,15197,20287,15641,23514,20303,24183,24358,26751,34896,13665,24015,9511,15807,9572,15227,7766,15801,1328,5995,8,161,0,0,0,0,0,0,20211103
202109,5호선,광나루(장신대),2,0,4411,1686,12718,6781,31686,13738,37496,24883,21808,17773,15373,15231,14707,13048,16208,12652,17107,12838,16651,13214,17638,13603,19971,18138,20783,21465,23937,32201,12442,22995,8168,14814,8101,13931,6412,12697,1260,4701,5,123,0,0,0,0,0,0,20211003
202108,5호선,광나루(장신대),2,0,4803,1952,14145,7512,32193,13550,38182,24157,22281,16338,15543,12447,15247,11709,15972,12347,15394,11558,14686,11957,15319,12868,17578,16124,19018,20910,24332,34355,12349,23705,8185,14713,7953,13687,5988,11610,1135,4309,9,109,0,0,0,0,0,0,20210903
202107,5호선,광나루(장신대),7,0,5104,1874,14779,8306,35538,14093,40775,26223,23004,17287,15352,13496,14785,11349,15835,12151,15507,12239,14413,11892,15193,12939,18096,16038,20346,20962,25727,35684,12667,24727,8251,15638,8777,12967,7035,13980,1333,5442,0,99,0,0,0,0,0,0,20210803
202106,5호선,광나루(장신대),2,0,5212,1778,16089,8171,39580,15593,44617,30257,25141,19127,16974,16390,16296,13509,17268,13505,18037,14396,17454,13966,18607,14673,21759,18496,23770,23091,28552,37473,14075,26289,9386,17295,9675,15289,7903,18133,1895,7525,1,107,0,0,0,0,0,0,20210703
202105,5호선,광나루(장신대),3,0,4874,1789,14436,7782,34637,14085,40737,28258,24107,18964,16670,17762,16986,14358,18898,15197,19106,15223,18638,14808,19145,14969,22926,18751,24277,22654,27244,34093,14109,25178,9760,16968,9514,15323,7930,17863,1752,7024,2,136,0,0,0,0,0,0,20210603
202104,5호선,광나루(장신대),0,0,4908,1518,15426,7835,39642,14881,44708,29320,24766,18271,16451,17762,15757,14123,17900,14853,17682,14858,17834,14565,18723,15076,22974,18317,24887,23318,28350,36797,14610,27030,9483,16886,9301,15398,7582,17645,1658,6753,1,90,0,0,0,0,0,0,20210503
202103,5호선,광나루(장신대),3,0,4758,1446,15319,7431,39430,15405,45940,29621,25194,18178,16325,17618,16696,13726,17458,14448,18062,14438,17745,14258,18611,14881,22533,18405,24535,23528,28947,37100,14666,27487,9307,17638,9360,16116,7349,17954,1662,6844,2,136,0,1,0,0,0,0,20210403
202102,5호선,광나루(장신대),0,0,4056,1164,11681,5559,29173,10037,35191,21755,20338,14218,13755,14251,13750,11894,15078,12295,15444,12490,15413,12089,16042,12466,17563,14109,18916,18619,22953,29215,11152,22462,7518,14660,8481,16182,4698,11125,1053,4453,2,68,0,0,0,0,0,0,20210303
202101,5호선,광나루(장신대),2,0,4265,1281,13111,6101,30706,10846,37148,22495,21316,13446,13521,12978,12876,11027,13576,11171,14210,12118,14468,11856,15574,12082,17006,13852,18010,18970,23823,31853,10793,23037,7680,15806,9018,17591,4014,7756,888,3408,3,73,0,0,0,0,0,0,20210203
202012,5호선,광나루(장신대),2,0,4305,1285,12892,6692,30643,12108,37139,25000,20978,14239,13130,13146,12152,11078,13097,11323,13900,12024,14205,11799,14970,12500,17419,14175,18690,19537,23466,31976,10798,22031,7345,14188,7892,13766,4165,6631,879,3068,0,43,0,0,0,0,0,0,20210103
202011,5호선,광나루(장신대),2,0,4940,1620,14409,7404,35505,14500,44521,29784,24620,17583,16050,15466,15116,12856,16460,13836,17490,14060,18175,14066,18037,14786,22407,18548,24001,23901,28895,36577,14121,25725,9314,16704,9563,15151,6898,12565,1821,7943,2,247,0,0,0,0,0,0,20201203
202010,5호선,광나루(장신대),4,0,4754,1666,13585,7754,33676,14017,41251,27209,24456,18325,16326,18071,15595,14450,16835,14227,18474,14363,18330,14401,18931,15278,24104,18419,23769,22764,28411,33937,14362,25277,9426,16598,9127,14112,7062,13011,2046,8534,8,272,0,11,0,0,0,0,20201103
202009,5호선,광나루(장신대),0,0,4655,1677,13288,7695,31586,13330,37690,24386,21418,15094,13179,13047,11982,10732,12801,11130,14196,11390,14174,11750,15025,12465,18286,15106,19580,19460,24939,31828,12840,22527,8412,14776,7488,12542,5856,9683,1575,5953,1,158,0,0,0,0,0,0,20201003
202008,5호선,광나루(장신대),1,0,4480,1738,13814,7705,32308,12587,37654,23394,21480,14190,14298,11217,13391,9975,14523,11087,14348,11268,13518,11623,14308,12179,16795,14955,18774,19392,25522,31846,12675,23796,8476,15315,7813,12589,6620,11572,1911,7807,0,289,0,0,0,0,0,0,20200903
202007,5호선,광나루(장신대),0,0,5121,2028,16528,8776,40514,15522,47876,29216,26804,18859,17272,15227,16538,12081,17143,12695,17630,13835,16740,14052,17541,15172,21482,19077,23882,24378,31640,38456,15261,28564,10468,17959,9957,16254,7945,15666,2475,10504,1,192,0,0,0,0,0,0,20200803
202006,5호선,광나루(장신대),5,0,5049,2096,16203,8226,39115,15387,47188,28801,26339,19254,16408,15586,14814,12080,16250,12597,17024,13031,15728,12942,16551,14290,20664,17888,22781,23461,30452,37642,14677,27643,10316,17307,9342,15388,7313,14248,2314,9389,0,236,0,1,0,0,0,0,20200703
202005,5호선,광나루(장신대),3,0,4702,1741,14278,7381,33818,12827,41526,25380,24125,18735,15866,16240,15060,12965,15912,12933,17796,13939,17151,13711,17906,14656,21256,17303,23203,21940,28573,34625,14280,25858,9649,16473,8930,15117,7358,13617,2231,9043,1,185,0,0,0,0,0,0,20200603
202004,5호선,광나루(장신대),1,0,4135,1538,12775,7041,32224,11683,39100,23705,22434,17075,13071,15769,12257,12045,13701,11361,15634,12809,15369,11895,16386,12161,19225,13670,20786,18889,26520,31711,13012,24133,8527,15283,7717,13440,6267,12253,2152,7586,0,178,0,1,0,0,0,0,20200503
202003,5호선,광나루(장신대),2,0,4164,1336,12780,6943,31681,10700,38020,23317,21196,15379,11553,13392,10568,10304,11957,10622,13635,11797,13447,10777,13989,10704,16178,12263,18558,17229,26195,30529,12305,23954,7631,14454,6989,12320,6282,10581,2246,6791,352,1758,0,0,0,0,0,0,20200403
202002,5호선,광나루(장신대),4,0,4469,1481,13460,6927,35466,10840,45572,27293,24659,17999,15667,14637,14200,12196,15925,12851,17330,14220,15448,13675,17143,14794,18995,16563,20542,20584,29085,35354,15186,27671,10279,17180,12622,14890,8785,14013,2780,8785,369,2278,0,0,0,0,0,0,20200303
202001,5호선,광나루(장신대),14,0,4869,1769,14803,8024,37989,12167,49788,29314,28033,20714,20537,17379,19654,14671,21299,15678,22234,17454,20706,16848,21292,18681,22931,21847,24199,25507,32844,39398,16475,30476,15074,20002,11985,18418,10248,17303,3534,11316,493,2844,3,12,0,0,0,0,20200203
201912,5호선,광나루(장신대),5,0,4953,1808,15674,7828,41862,14391,54290,34977,32605,21681,23871,18664,23429,16583,23601,18217,24029,19822,23290,19309,24477,21794,27917,26650,30383,30375,36456,43520,18395,32875,14605,21834,15812,21805,13546,20653,5047,13814,653,3850,163,134,0,0,0,0,20200103
201911,5호선,광나루(장신대),9,0,5238,1727,15881,8595,43908,17901,57598,39539,34002,23700,23014,18990,21469,16213,24149,17222,24195,18996,23765,18963,24880,20274,28340,25836,30782,31304,37065,45604,18121,34935,14772,21572,16004,20304,14254,20281,4077,12261,534,3044,0,0,0,0,0,0,20191203
201910,5호선,광나루(장신대),10,0,5428,1962,16742,8895,45265,17167,56704,41066,34208,24869,24201,20264,23066,17459,25007,18993,25191,20082,23504,19985,26017,21647,29527,25821,33313,30498,38797,44562,19356,35401,14594,22071,13732,20619,12743,20894,4221,12328,511,3196,0,0,0,0,0,0,20191103
201909,5호선,광나루(장신대),6,0,4744,1906,14827,7823,41112,15589,50678,35168,30670,21036,21083,17449,19964,14027,20969,15814,20959,17294,19577,17290,21997,18477,25040,22804,27433,26619,33392,39311,17404,31270,12459,19897,12298,18409,11139,18637,3645,10766,503,2876,4,21,0,0,0,0,20191003
201908,5호선,광나루(장신대),8,0,5188,2053,15821,8867,41478,14419,50622,33974,29604,20028,20781,15706,21305,13636,21070,15923,21353,16399,19431,16604,20590,18113,23649,21955,25891,27252,34232,41659,17620,34751,13776,21098,15509,19683,13193,19570,4092,11814,530,2919,0,0,0,0,0,0,20190903
201907,5호선,광나루(장신대),3,0,5549,2174,17102,9513,47636,15469,56363,36817,31360,20956,21329,17192,20808,14529,21124,17833,21986,18519,19789,17554,21800,18742,24707,23179,27499,27850,37436,42976,18355,35678,15575,21383,14694,20388,12161,20449,4033,12610,581,3162,0,0,0,0,0,0,20190803
201906,5호선,광나루(장신대),3,0,5181,2225,15606,9212,42361,15883,51460,35376,31218,23763,22344,18922,22103,15455,22029,16668,23871,18474,21424,17715,23046,19085,26398,23621,28247,28175,34533,41113,17995,32245,13887,20307,15894,20099,12974,19584,4279,12516,532,2992,0,0,0,0,0,0,20190703
201905,5호선,광나루(장신대),2,0,5620,2020,17709,9311,47409,17680,59222,40144,37285,25698,24009,20820,22476,18430,24550,19763,25731,20016,22748,19148,25201,20856,28903,24648,31288,29801,38495,44238,20562,35479,14741,23216,15402,22015,12600,21892,4372,13503,631,3480,0,0,0,0,0,0,20190603
201904,5호선,광나루(장신대),3,0,5382,1801,17079,9005,49188,18570,58452,42026,34409,25266,22969,20546,21400,18878,23480,18186,22918,19946,22739,18261,24673,20311,29055,25635,30754,29769,38499,43305,20353,34682,16003,22777,15137,21035,11314,20995,4128,12420,644,3313,0,6,0,0,0,0,20190503
201903,5호선,광나루(장신대),6,0,5182,1712,16140,8183,45861,16849,55964,37855,34129,25067,23038,20937,22093,16857,23116,17401,24142,19859,22640,18467,24412,20976,27580,26711,29490,31053,36301,42524,21120,35739,16703,22344,14931,21312,13258,20282,4082,12886,488,3134,0,0,0,0,0,0,20190403
201902,5호선,광나루(장신대),2,0,4068,1387,12466,6346,34747,10305,43278,26330,25206,19409,18455,16000,18448,13563,20080,14716,20801,17095,19225,15908,19278,16519,21273,18660,22920,21936,29046,33049,15569,28494,10971,17914,12037,17067,8631,16569,3200,10609,460,2734,8,24,0,0,0,0,20190303
201901,5호선,광나루(장신대),4,0,4901,1839,15397,9093,43138,13563,54716,32658,31223,22301,21532,18058,20871,15172,21785,17462,23160,19089,22044,17841,22183,19889,23986,22852,26711,28117,35643,44345,17471,35963,14523,21260,17096,20249,13762,19863,4024,12006,543,3179,0,0,0,0,0,0,20190203
201812,5호선,광나루(장신대),5,0,4846,1832,14377,7305,40883,14559,52247,34666,31380,21337,22778,18021,23099,15797,22873,18026,23931,19165,22313,18747,23636,20702,26213,25330,29249,29080,35477,40848,17812,32063,14572,21070,14563,20775,12804,20472,5810,14082,681,3687,18,115,0,0,0,0,20190103
201811,5호선,광나루(장신대),2,0,5233,1818,15500,8309,45996,19932,58441,42793,34116,24348,22913,19458,21733,16619,23617,16908,24235,19172,23299,18411,24748,20388,28191,24801,31207,30712,37456,44393,19281,36003,13214,22021,16415,20596,13517,20144,4368,12615,690,3241,0,0,0,0,0,0,20181203
201810,5호선,광나루(장신대),1,0,5314,1987,16076,8792,45429,19196,55634,44075,32905,25808,23323,20952,23033,19148,25413,19727,25782,21351,23271,19341,26293,20645,30548,25423,33134,29648,38296,42818,20330,35535,13803,22030,16426,20596,12921,20250,4255,12261,560,3195,0,0,0,0,0,0,20181103
201809,5호선,광나루(장신대),5,1,4576,1832,13727,7889,36860,16141,46870,35957,28248,22256,19487,18281,20051,14944,21263,15481,21849,17512,20589,16307,22073,18098,24926,21082,27096,24682,31690,35043,18950,29202,12284,18923,13330,17843,10482,17798,3681,10728,520,2555,4,21,0,0,0,0,20181003
201808,5호선,광나루(장신대),3,0,5004,2089,15449,8912,40838,15888,49350,34587,28093,19678,19072,14576,18822,12482,19590,14764,19241,15169,18676,15325,19002,16563,21920,20937,24846,26406,33571,40197,18511,33054,14255,20282,15375,18113,12564,18056,4362,10754,567,2777,0,0,1,2,0,0,20180903
201807,5호선,광나루(장신대),8,0,5304,2271,16216,9925,45709,16746,53240,37173,30516,21496,20256,16007,19321,13621,20518,16623,20435,16997,19092,16334,20703,17053,22720,20900,26601,26788,35620,40608,19172,34575,14745,21276,14582,19347,12496,19433,4948,11549,672,3044,0,1,0,0,0,0,20180803
201806,5호선,광나루(장신대),6,0,5315,2029,15913,10108,43035,17840,52082,38504,30972,24018,22146,19227,21150,15812,22598,16751,23647,19065,21174,17563,23115,18648,26813,23231,29634,28355,34754,36770,19536,32505,14942,21334,13762,19735,11511,19551,4484,12425,593,3224,0,1,0,0,0,0,20180703
201805,5호선,광나루(장신대),4,0,5143,1813,16848,9464,46030,19096,58880,42889,35538,24892,23957,20151,23176,18290,24499,18163,24534,19814,22906,18990,24961,21010,27665,25881,30836,29977,37781,40402,20611,34520,16549,23405,16340,21487,12336,21488,4273,13246,609,3552,0,0,0,0,0,0,20180603
201804,5호선,광나루(장신대),5,0,4984,1700,16900,9782,48007,20234,59385,45391,34105,26253,23113,20995,21602,18117,23514,18041,23657,20023,22618,18629,24719,20006,29069,24165,31727,29936,39642,42042,21636,35735,15841,23474,16289,20720,12891,20680,4266,12636,611,3377,0,0,0,0,0,0,20180503
201803,5호선,광나루(장신대),6,0,4794,1552,15968,9711,48408,20699,60967,43692,34075,26571,23808,21168,22977,17103,23427,17869,24617,20803,23674,18819,24487,20059,28706,23850,33668,29643,39289,42417,21653,35992,14065,23230,15139,21702,12938,22605,4133,13779,575,3168,0,0,0,0,0,0,20180403
201802,5호선,광나루(장신대),0,0,3864,1273,12199,6635,35757,12711,46139,29657,26309,18516,18136,15834,17292,13211,18535,14629,20001,16041,19108,15573,19205,16643,20602,18872,23275,22786,29658,32463,16632,28836,11862,18521,13939,16596,10141,16756,3260,10792,394,2790,6,8,0,0,0,0,20180303
201801,5호선,광나루(장신대),6,2,4667,1716,14335,9373,43939,14330,56251,32668,29947,20801,20304,16900,19350,14261,20246,16382,21902,17238,20806,16358,20783,17244,22224,20075,25635,25353,34615,39818,18208,35756,12592,21969,14156,19555,12977,19200,3841,12147,531,3028,0,0,0,0,0,0,20180203
201712,5호선,광나루(장신대),2,0,4762,1542,14016,7964,42455,16091,56366,38294,32715,22225,23487,18588,22891,16568,24044,18622,23462,19568,22287,19661,24524,21349,26833,24657,30504,28917,35327,38414,18534,32225,13807,21940,15937,20846,14693,20724,5418,14874,1179,3995,76,185,0,0,0,0,20180103
201711,5호선,광나루(장신대),3,1,5332,1778,15080,8704,47370,20296,61631,42839,33391,24259,22686,19944,21200,16397,22394,17206,24282,19228,22412,17864,24019,19735,27568,23863,32180,29286,36430,41659,19599,34799,13549,22206,15665,20847,12889,19843,4262,12500,586,3372,0,0,0,0,0,0,20171203
201710,5호선,광나루(장신대),2,0,4888,1747,13712,7860,37632,16559,49352,35187,28702,22852,20987,20197,20304,17180,22217,17784,23882,19464,22183,17904,23752,18992,28079,22151,29398,26422,32736,34794,18506,29660,13420,19998,12640,18426,10943,18462,3782,11177,503,2674,0,0,0,0,0,0,20171103
201709,5호선,광나루(장신대),2,0,5390,1968,16183,9061,47002,19552,59909,41437,31938,24557,22343,19970,20988,16158,21969,17068,23641,18512,22387,18057,24490,20099,28520,23300,30169,27717,36856,39870,21060,34414,14567,22344,14597,21010,13214,21340,4352,12754,691,3539,0,0,0,0,0,0,20171003
201708,5호선,광나루(장신대),5,0,4990,1837,15672,8718,43503,16267,51741,35070,28282,19239,19779,15624,18712,13331,19907,15425,20132,15990,18288,15860,20494,16494,23717,20007,25536,24402,33042,37514,18682,33813,13356,21397,12620,19071,13408,19569,4575,12147,614,3384,0,0,0,0,0,0,20170903
201707,5호선,광나루(장신대),2,0,5156,1752,15962,8304,43151,16442,53940,35401,29713,19344,19673,15943,18479,13604,19872,16241,20364,16803,18699,16281,20357,17122,22436,20061,25412,23896,32321,36297,19786,33302,13286,21042,14702,19841,11785,20113,3951,12382,570,3025,0,0,0,0,0,0,20170803
201706,5호선,광나루(장신대),6,0,5459,2090,16377,9446,46134,19539,57226,39965,31192,24261,21858,18693,21463,16023,21973,16593,22124,18376,21027,17283,22572,18225,25680,22920,29444,27212,33878,37787,19950,33158,15933,22213,14642,20703,14029,21060,4420,13330,625,3320,0,0,0,0,0,0,20170703
201705,5호선,광나루(장신대),4,0,5140,1935,15813,9416,43736,19958,55417,41079,34287,25925,23382,21130,22753,17667,24191,17757,24482,19808,23412,18344,23962,19971,27122,22499,29822,26083,34998,37143,20565,32492,15186,22266,14630,20897,11668,21285,4166,13542,520,3379,0,0,0,0,0,0,20170603
201704,5호선,광나루(장신대),2,0,4890,1747,15335,9089,46095,19933,58118,42321,32232,28439,22805,21829,22811,19015,24369,17738,26555,19858,22841,18242,24911,19645,28004,23185,30912,27215,35602,37855,21137,33699,14411,23154,15606,21304,12501,21869,4087,12814,513,3146,0,0,0,0,0,0,20170503
201703,5호선,광나루(장신대),6,0,4764,1596,15348,8627,50350,20935,62549,44146,33809,27048,22641,22388,22230,17548,23644,16959,24785,19106,23720,17589,24845,19324,28453,23559,31167,27825,37258,40331,21073,36822,15543,24282,14841,21696,11556,22856,4131,13727,613,3484,0,0,0,0,0,0,20170403
